met.x	met.y	rxn
C00376	C00473	R08379
C00385	C01762	R02297
C00386	C01262	R02144
C00388	C05130	R02150
C00388	C05127	R02155
C00390	C00399	R02161
C00398	C00637	R02173
C00398	C06213	R02174
C00399	C17562	R08781
C00401	C00634	R02180
C00401	C00635	R02181
C00401	C01490	R04104
C00407	C00671	R02197
C00407	C00671	R02199
C00407	C03127	R03656
C00408	C00450	R02204
C00410	C04042	R02207
C00410	C03681	R02208
C00410	C04042	R02209
C00410	C01176	R02211
C00410	C03205	R02213
C00410	C01953	R02216
C00410	C05498	R02218
C00410	C05479	R02219
C00412	C00510	R02222
C00412	C16218	R07761
C00412	C01530	R08174
C00415	C00504	R02235
C00415	C00504	R02236
C00415	C00921	R02237
C00416	C00641	R02239
C00416	C00641	R02240
C00416	C00681	R02241
C00416	C00681	R02760
C00416	C04248	R07398
C00416	C00681	R09381
C00417	C00490	R02243
C00418	C01107	R02245
C00419	C03463	R02248
C00422	C00641	R02250
C00422	C00641	R02251
C00422	C00641	R02694
C00427	C00584	R02265
C00427	C00696	R02266
C00427	C01312	R02267
C00427	C02198	R02268
C00427	C00639	R09506
C00429	C02642	R02269
C00430	C00931	R00036
C00439	C03680	R02288
C00445	C03479	R02300
C00445	C03479	R02301
C00445	C00664	R02302
C00447	C05382	R01843
C00447	C05382	R01845
C00448	C05859	R05556
C00448	C00751	R06223
C00448	C20120	R09844
C00449	C04076	R02313
C00455	C03150	R02323
C00455	C03150	R02324
C00468	C02538	R02350
C00468	C05297	R02351
C00468	C00951	R02352
C00468	C00951	R02353
C00468	C05298	R02354
C00468	C05298	R02355
C00468	C05300	R02356
C00468	C11133	R02358
C00472	C00530	R02363
C00473	C02075	R02366
C00473	C02588	R02367
C00473	C15492	R07163
C00473	C02075	R08387
C00483	C03765	R02382
C00483	C03758	R02383
C00486	C05787	R02389
C00486	C00500	R02391
C00486	C00500	R02393
C00487	C02571	R02396
C00487	C01181	R02397
C00490	C00531	R02404
C00490	C00531	R02405
C00490	C00531	R02406
C00491	C01962	R02408
C00492	C01613	R03634
C00499	C00603	R02422
C00506	C05528	R02433
C00510	C00712	R08176
C00512	C07118	R05506
C00515	C01110	R02457
C00517	C01120	R02464
C00519	C00606	R02466
C00519	C01678	R02467
C00523	C11135	R02478
C00524	C02248	R02480
C00525	C15605	R07362
C00526	C00881	R02485
C00527	C00877	R02487
C00527	C00877	R02488
C00527	C06715	R05586
C00527	C02411	R10074
C00530	C13636	R06893
C00534	C00647	R02493
C00534	C00647	R02494
C00535	C03917	R02497
C00535	C05293	R02498
C00535	C04295	R02499
C00535	C05294	R02501
C00535	C11134	R02502
C00535	C05291	R02503
C00535	C00951	R10511
C00543	C03626	R02513
C00543	C07572	R08346
C00544	C01036	R02519
C00544	C01179	R02521
C00546	C00937	R02527
C00546	C01888	R02529
C00546	C03451	R02530
C00546	C05999	R02531
C00547	C05577	R02532
C00547	C00788	R02533
C00547	C05589	R02534
C00547	C03758	R02535
C00550	C00588	R02541
C00550	C03640	R02543
C00559	C05512	R02556
C00576	C00719	R02565
C00576	C00719	R02566
C00577	C01094	R02568
C00580	C01008	R02572
C00582	C05598	R05841
C00583	C05999	R02577
C00584	C04707	R02580
C00584	C00639	R02581
C00585	C01167	R02584
C00585	C01167	R02585
C00585	C03721	R02586
C00591	C01200	R02597
C00591	C01064	R02599
C00599	C03091	R02609
C00599	C03238	R02610
C00601	C07086	R02536
C00601	C07086	R02537
C00601	C02455	R02613
C00606	C05527	R02619
C00611	C04847	R04531
C00611	C04886	R04532
C00612	C18170	R09074
C00613	C16011	R00555
C00613	C03022	R02621
C00613	C16011	R07626
C00618	C00800	R02640
C00619	C01034	R02644
C00621	C04213	R04216
C00625	C00686	R02650
C00625	C03000	R02652
C00628	C05585	R02657
C00630	C03460	R02661
C00631	C01159	R09532
C00632	C04409	R02665
C00632	C03227	R02668
C00632	C05640	R02670
C00634	C20907	R10869
C00637	C00954	R02678
C00639	C05960	R02683
C00640	C00658	R02685
C00641	C01885	R02687
C00641	C02112	R02688
C00641	C01194	R03332
C00641	C04637	R03435
C00641	C01885	R03755
C00641	C01885	R03756
C00641	C02112	R03838
C00641	C05675	R04920
C00641	C05676	R04922
C00641	C01277	R10952
C00642	C03765	R02695
C00642	C03765	R02697
C00643	C00780	R02701
C00643	C05648	R02702
C00645	C04257	R02705
C00658	C01086	R09698
C00092	C00103	R00959
C00669	C01879	R02743
C00670	C04233	R02744
C00670	C04517	R02745
C00670	C04230	R02746
C00670	C04233	R02747
C00670	C04230	R07291
C00671	C15978	R07603
C00673	C01801	R02750
C00681	C01885	R02757
C00683	C01213	R02765
C00686	C01200	R02769
C00694	C04890	R02789
C00694	C04891	R02790
C00694	C04855	R02791
C00695	C01794	R02794
C00695	C01794	R07296
C00706	C02436	R02808
C00706	C01614	R02809
C00708	C01382	R02810
C00712	C19670	R09537
C00717	C01370	R02819
C00717	C01370	R02820
C00719	C01026	R02821
C00735	C00762	R02836
C00735	C05497	R02838
C00735	C05489	R02840
C00735	C05471	R02841
C00735	C05488	R02843
C00738	C02965	R02848
C00738	C02965	R02849
C00738	C02965	R02850
C00740	C02532	R02853
C00750	C05665	R09076
C00751	C01054	R02873
C00751	C01054	R02874
C00756	C01545	R02878
C00756	C01387	R02879
C00762	C03588	R02892
C00762	C05469	R02893
C00763	C03564	R02894
C00777	C11061	R02902
C00777	C16679	R08390
C00777	C16680	R08391
C00777	C16677	R08392
C00780	C05634	R02908
C00780	C05647	R02909
C00780	C06212	R02910
C00780	C00978	R02911
C00785	C03680	R02914
C00787	C02839	R02918
C00788	C05577	R02919
C00788	C05588	R02920
C00792	C03771	R02923
C00794	C01096	R02865
C00794	C01096	R02867
C00794	C01096	R02868
C00794	C05399	R02926
C00800	C01040	R02933
C00804	C05985	R02940
C00811	C01197	R02950
C00818	C02670	R02957
C00828	C05819	R02964
C00828	C20265	R09992
C00829	C14786	R07000
C00829	C14787	R07001
C00831	C01134	R02971
C00831	C00864	R02973
C00831	C01678	R02973
C00835	C02953	R02975
C00836	C01120	R02976
C00836	C02934	R02978
C00836	C12126	R06517
C00836	C12126	R06518
C00836	C01120	R06520
C00842	C02097	R02984
C00842	C11907	R06513
C00854	C11249	R06945
C00856	C02967	R04858
C00857	C01185	R03004
C00857	C01185	R03005
C00864	C03492	R03018
C00868	C02764	R03020
C00870	C03360	R03024
C00870	C06604	R05421
C00870	C06606	R05548
C00877	C01144	R03026
C00877	C02411	R03028
C00877	C05116	R05595
C00882	C01134	R03035
C00882	C01134	R03036
C00886	C01635	R03038
C00894	C05668	R03045
C00899	C02110	R03048
C00899	C03455	R08381
C00899	C02075	R08388
C00899	C03455	R08389
C00909	C02165	R03057
C00909	C02166	R03059
C00911	C02520	R07297
C00916	C04712	R07400
C00931	C01024	R00084
C00951	C05295	R03087
C00951	C05301	R03088
C00951	C05141	R03089
C00951	C05301	R03090
C00951	C05503	R03091
C00956	C04076	R03102
C00956	C04076	R03103
C00957	C05823	R03104
C00958	C04517	R03107
C00978	C01598	R03130
C00124	C00446	R01092
C00986	C05665	R03139
C01003	C03875	R03150
C01005	C03232	R04173
C01013	C05668	R03158
C01019	C02985	R03161
C01019	C02475	R03162
C01021	C20735	R10621
C01024	C01051	R03165
C01031	C14180	R06983
C01031	C14180	R07140
C01033	C03345	R03173
C01034	C03836	R03176
C01036	C01061	R03181
C01042	C12270	R10678
C01042	C20776	R10679
C01042	C12270	R10687
C01051	C03263	R03197
C01054	C01724	R03199
C01060	C01829	R03208
C01060	C02218	R03208
C01060	C02465	R03953
C01060	C02515	R03973
C01078	C04398	R03219
C01079	C03263	R03220
C01079	C02191	R03222
C01086	C01122	R03224
C01097	C03785	R03236
C01097	C03785	R03237
C01097	C03785	R03238
C01097	C03785	R03239
C01107	C01143	R03245
C01117	C04212	R03259
C01124	C02140	R03262
C01124	C01780	R03263
C01132	C06135	R03492
C01132	C04925	R04183
C01132	C03272	R04184
C01132	C04884	R04586
C01132	C18060	R08967
C01134	C04352	R03269
C01141	C04141	R03274
C01149	C01181	R03283
C01152	C01262	R03286
C01152	C01262	R03288
C01157	C04281	R03291
C01157	C04281	R03293
C01161	C04043	R03300
C01161	C04043	R03302
C01161	C05582	R03304
C01164	C01189	R07215
C01164	C05107	R07507
C01165	C03287	R03313
C01171	C02965	R03319
C00092	C01236	R02736
C00092	C01236	R10907
C01176	C04518	R03325
C01176	C05488	R03326
C01176	C05138	R03327
C01176	C05497	R03329
C01177	C04062	R03330
C01177	C01225	R03331
C01177	C01194	R03332
C01177	C04299	R03333
C01179	C05350	R03342
C01180	C15606	R07364
C01183	C02846	R03344
C01185	C05841	R03346
C01185	C05841	R03347
C01185	C03722	R03348
C01188	C04047	R03352
C01189	C03845	R03353
C01189	C05111	R04328
C01189	C05439	R05703
C01190	C01290	R03354
C01190	C01290	R03355
C01194	C01288	R02654
C01194	C01277	R03361
C01194	C04549	R03362
C01194	C04549	R03363
C01194	C11557	R10951
C01204	C04563	R03371
C01204	C04579	R03372
C01204	C01284	R05202
C01204	C11526	R05779
C01204	C11174	R05799
C01204	C15990	R07583
C01204	C15991	R07584
C01204	C11526	R09087
C01205	C21029	R04666
C01209	C05744	R04355
C01209	C05759	R04726
C01209	C05746	R04952
C01209	C05750	R04957
C01209	C05753	R04960
C01209	C05756	R04963
C01209	C05762	R04968
C01209	C16219	R07762
C01209	C20372	R10115
C01209	C20376	R10119
C01211	C02188	R03376
C01211	C04487	R03380
C01217	C04377	R09099
C01220	C03546	R03393
C01220	C01245	R03394
C01220	C01277	R10952
C01222	C14830	R07059
C01227	C04555	R03404
C01227	C04555	R03405
C01227	C05139	R03408
C01227	C05138	R08516
C01227	C05138	R08517
C01227	C18045	R08961
C01228	C04494	R03409
C01230	C13425	R05616
C01233	C04635	R03415
C01233	C04438	R03416
C01233	C05973	R03417
C01239	C04540	R03421
C01239	C04375	R08707
C01240	C03418	R03422
C01242	C02051	R03425
C01242	C02972	R04125
C01243	C04063	R03427
C01243	C01272	R03428
C01243	C04477	R03429
C01243	C01272	R03430
C01243	C04062	R10950
C01245	C01272	R03433
C01245	C01272	R03434
C01245	C04637	R03435
C01245	C11555	R05800
C01245	C01284	R10065
C01256	C01293	R03449
C01256	C01293	R03450
C01259	C03793	R03451
C01272	C01284	R10953
C01277	C04637	R03469
C01277	C04637	R04404
C01277	C11554	R05795
C01277	C11554	R06875
C01284	C04477	R03478
C01284	C04520	R03479
C01284	C11555	R05801
C01288	C04248	R03482
C01290	C04737	R03486
C01290	C04730	R03488
C01290	C06135	R03490
C01290	C04730	R03491
C01290	C06135	R03492
C01290	C04737	R03618
C01290	C04845	R04493
C01301	C05446	R08759
C01301	C04722	R08761
C01306	C04387	R03513
C01308	C04726	R03516
C01311	C04657	R03519
C01336	C02882	R03528
C01380	C06548	R05842
C01392	C05234	R04730
C01416	C12448	R06728
C01450	C01612	R00624
C01450	C01612	R03557
C01490	C15558	R07288
C01490	C20908	R10873
C01516	C01735	R03591
C01516	C01735	R03592
C01516	C06174	R03697
C01516	C16643	R08262
C01516	C16578	R08263
C01516	C11785	R08265
C01525	C02318	R00057
C01528	C05172	R03595
C01528	C05684	R03596
C01561	C01673	R03610
C01561	C05443	R03611
C01561	C07712	R09516
C01571	C05755	R08158
C01573	C02872	R03613
C01573	C16720	R08469
C01573	C04441	R10306
C01595	C04717	R03626
C01595	C14825	R07055
C01595	C14826	R07056
C01595	C02050	R08177
C01598	C05642	R03628
C01598	C05643	R03629
C01628	C05850	R03643
C01628	C16711	R03645
C01636	C02163	R03646
C01636	C02163	R03862
C01637	C03402	R03648
C01638	C02984	R05577
C01639	C03125	R03650
C01640	C02282	R03652
C01641	C02987	R05578
C01642	C02412	R03654
C01643	C02988	R03655
C01644	C03127	R03656
C01645	C02047	R03657
C01646	C01931	R03658
C01647	C02430	R03659
C01647	C05336	R04773
C01648	C03511	R03660
C01649	C02702	R03661
C01650	C02553	R03662
C01651	C02992	R03663
C01652	C03512	R03664
C01653	C02554	R03665
C01664	C03636	R03983
C01672	C12455	R06740
C01672	C16565	R08359
C01673	C18231	R09515
C01693	C04185	R03673
C01702	C02687	R03681
C01724	C05109	R03689
C01724	C11455	R05640
C01756	C16614	R03701
C01764	C03446	R00594
C01780	C05473	R03713
C01780	C03205	R08949
C01794	C01921	R03718
C01794	C05467	R03719
C01829	C02465	R03734
C01829	C07639	R07230
C01832	C03221	R03856
C01832	C03221	R03857
C01879	C03740	R03749
C01880	C06103	R03751
C01910	C02171	R00056
C01943	C11508	R05731
C01944	C05276	R03776
C01944	C05276	R03777
C01953	C05138	R03783
C01953	C05485	R03784
C01953	C05501	R03933
C01953	C18044	R08942
C01953	C18038	R08943
C01953	C18044	R08978
C01967	C03226	R07235
C01972	C04833	R03788
C01997	C02415	R03552
C02028	C04131	R03804
C02031	C02339	R03805
C02031	C02100	R03828
C02038	C03881	R03992
C02041	C06425	R08175
C02051	C02972	R03815
C02059	C05849	R03511
C02059	C03313	R03816
C02059	C20806	R10728
C02060	C07343	R05722
C02076	C05382	R01844
C02076	C06222	R03819
C02090	C03170	R08362
C02090	C03170	R08364
C02094	C12286	R10559
C02094	C20695	R10559
C02112	C03974	R02758
C02128	C02374	R03840
C02135	C15850	R09535
C02140	C05490	R03848
C02140	C05498	R03849
C02140	C05475	R03850
C02140	C03205	R03851
C02141	C08830	R07482
C02165	C04853	R03866
C02166	C05951	R03867
C02166	C05951	R09875
C02167	C02514	R03868
C02170	C06002	R03869
C02170	C06002	R03871
C02179	C03303	R03874
C02188	C05544	R03875
C02188	C05545	R10056
C02189	C02863	R04072
C02189	C19802	R09672
C02189	C19802	R09676
C02211	C19078	R09383
C02218	C02515	R03953
C02222	C04431	R03893
C02222	C12838	R06838
C02222	C16477	R08120
C02222	C16476	R08121
C02232	C14145	R06941
C02282	C06112	R03905
C02297	C03687	R03910
C02303	C03303	R03912
C02315	C02582	R03913
C02315	C02582	R03914
C02315	C02582	R03915
C02320	C05729	R03916
C02339	C04802	R03922
C02339	C20183	R10815
C02339	C20863	R10815
C02350	C12248	R06604
C02356	C21015	R10993
C02373	C05501	R03933
C02373	C05499	R04676
C02380	C16613	R08235
C02380	C16614	R08236
C02380	C04646	R08237
C02415	C03702	R03938
C02430	C03294	R03940
C02512	C05711	R03970
C02528	C05337	R03974
C02528	C05337	R08743
C02534	C03254	R03979
C02535	C18872	R09370
C02567	C18170	R03899
C02576	C11924	R06366
C02583	C20858	R10806
C02592	C03642	R03987
C02593	C05273	R03989
C02593	C05273	R03990
C02679	C05223	R04014
C02686	C06125	R04017
C02686	C06128	R04018
C02686	C06126	R04019
C02686	C06125	R04856
C02700	C05653	R03936
C02713	C02999	R04112
C02714	C05936	R04025
C02723	C06178	R04027
C02723	C10974	R05334
C02735	C03711	R04033
C02737	C05974	R04034
C02743	C03800	R04314
C02743	C17202	R08602
C02743	C17202	R10484
C02805	C02986	R04058
C02816	C03941	R04062
C02835	C05130	R04065
C02871	C03957	R04073
C02871	C04375	R08707
C02900	C04648	R04081
C02909	C14099	R06927
C02918	C05843	R04085
C02918	C05842	R08408
C02929	C03899	R04090
C02939	C03069	R04095
C02939	C03069	R04096
C02944	C03221	R04100
C02946	C05936	R05050
C02962	C18096	R09030
C03012	C06205	R07015
C03021	C11572	R04216
C03023	C03895	R04120
C03023	C15653	R07607
C03035	C06426	R08181
C03069	C05998	R04137
C03069	C03231	R04138
C03069	C16471	R08095
C03081	C03837	R04141
C03090	C03838	R04144
C03129	C03372	R04311
C03201	C05977	R04162
C03201	C04475	R06364
C03201	C05212	R07389
C03201	C20859	R10804
C03205	C05485	R04163
C03205	C18040	R08954
C03221	C05262	R04170
C03227	C05645	R04171
C03242	C03595	R08182
C03272	C04925	R04182
C03272	C04925	R04183
C03272	C04737	R04184
C03272	C04737	R05631
C03284	C06002	R04188
C03306	C04311	R04190
C03313	C05849	R05144
C03318	C04149	R04192
C03344	C04405	R04203
C03345	C15980	R03172
C03345	C04405	R04204
C03356	C04309	R04206
C03366	C16741	R03378
C03366	C04076	R10270
C03372	C03715	R04311
C03373	C04640	R04208
C03373	C04751	R04209
C03402	C06113	R04212
C03410	C03691	R04215
C03440	C04282	R04221
C03454	C04756	R07384
C03460	C06000	R04224
C03461	C19691	R09562
C03492	C04352	R04230
C03492	C04352	R04231
C03523	C03880	R04238
C03530	C03531	R04239
C03557	C05673	R04247
C03564	C05147	R04374
C03594	C05455	R04263
C03594	C05455	R04264
C03617	C04258	R04268
C03633	C03798	R04273
C03638	C04312	R04274
C03680	C05565	R00069
C03681	C18041	R08958
C03684	C04244	R04285
C03684	C04895	R04286
C03692	C06037	R04470
C03706	C04789	R04291
C03723	C04232	R04294
C03723	C04232	R08363
C03723	C04232	R08364
C03758	C04043	R04300
C03758	C05587	R04301
C03820	C04598	R04321
C03823	C04708	R04322
C03824	C04409	R04323
C03838	C04376	R04325
C03838	C04376	R04326
C03845	C05437	R07498
C03885	C04145	R07273
C03889	C04233	R08389
C03901	C04445	R04339
C03901	C04445	R04340
C03939	C05744	R04355
C03968	C04476	R04362
C03998	C04696	R04368
C04006	C04063	R04372
C04010	C04755	R04373
C04051	C04677	R04378
C04073	C04196	R04389
C04076	C05535	R04390
C04079	C04352	R04391
C04144	C04489	R09365
C04146	C05809	R05615
C04155	C17325	R00595
C04188	C04582	R04420
C04242	C11736	R08233
C04246	C04618	R04428
C04246	C05745	R04430
C04248	C15658	R07398
C04250	C11475	R04314
C04257	C06241	R04435
C04281	C05947	R04444
C04281	C05947	R04445
C04317	C04598	R03437
C04317	C05212	R03438
C04317	C04598	R04452
C04317	C05212	R07387
C04373	C11136	R04352
C04376	C04640	R04463
C04384	C04649	R04466
C04384	C11553	R05798
C04441	C04692	R04481
C04441	C20663	R10455
C04453	C04840	R04483
C04453	C08825	R05691
C04453	C04840	R07149
C04487	C04759	R04491
C04500	C04537	R04494
C04502	C04818	R04495
C04506	C04748	R04496
C04506	C20120	R09845
C04530	C04814	R04501
C04530	C04814	R05736
C04530	C04840	R10057
C04530	C04840	R10058
C04537	C05860	R04502
C04549	C11556	R05802
C04549	C11554	R07299
C04554	C05445	R04506
C04554	C04644	R04507
C04554	C17345	R08738
C04554	C05445	R08760
C04575	C05422	R04785
C04582	C15650	R07392
C04599	C04731	R04523
C04618	C05744	R04533
C04619	C05753	R04534
C04619	C05754	R04535
C04620	C05750	R04536
C04620	C05751	R04537
C04633	C05762	R04543
C04633	C05763	R04544
C04635	C04756	R07379
C04635	C15646	R07388
C04637	C05981	R04513
C04637	C05981	R04545
C04637	C11557	R05803
C04637	C11557	R08981
C04646	C16615	R08239
C04646	C16618	R08240
C04646	C16617	R08243
C04648	C06483	R04423
C04648	C04866	R04548
C04654	C04741	R04552
C04671	C04707	R04556
C04671	C04707	R04557
C04675	C16466	R08090
C04677	C04823	R04559
C04677	C04734	R04560
C04679	C07282	R04437
C04680	C17276	R04514
C04681	C04735	R04562
C04682	C04736	R04563
C04683	C04887	R04564
C04688	C05759	R04566
C04688	C05760	R04568
C04692	C16720	R08468
C04696	C16669	R04368
C04706	C06329	R05511
C04722	C04760	R04580
C04722	C15613	R08733
C04727	C04763	R04582
C04730	C06133	R04583
C04730	C04884	R04584
C04730	C04884	R04586
C04742	C05966	R07035
C04750	C04902	R04575
C04750	C04901	R04590
C04751	C04823	R04591
C04756	C15647	R07385
C04791	C04907	R04596
C04791	C11377	R05580
C04800	C04913	R04603
C04801	C04827	R04604
C04802	C20862	R10812
C04805	C05356	R07034
C04814	C11509	R05733
C04814	C11509	R05737
C04825	C04903	R04607
C04840	C11509	R05734
C04840	C11509	R05738
C04856	C20482	R10280
C04874	C04895	R04620
C04880	C04943	R04662
C04884	C06135	R04630
C04884	C04911	R04631
C04884	C06134	R04632
C04884	C04911	R04633
C04884	C06135	R04634
C04885	C04926	R04635
C04895	C20239	R09959
C04899	C20483	R10281
C04900	C12632	R08127
C04903	C15656	R07397
C04906	C04934	R04642
C04911	C06136	R04647
C04911	C04927	R04648
C04911	C06141	R04649
C04911	C04927	R04650
C04914	C04937	R04653
C04922	C04936	R04656
C04922	C04938	R04659
C04927	C06140	R04661
C04942	C15544	R07259
C04944	C05159	R04665
C04944	C15543	R07258
C05011	C07108	R08267
C05103	C15816	R07495
C05108	C11455	R05639
C05108	C15915	R07499
C05108	C15808	R07509
C05110	C05111	R04671
C05127	C05827	R04674
C05138	C05487	R04675
C05138	C05499	R04676
C05139	C05140	R04678
C05141	C05300	R04681
C05141	C05300	R04682
C05141	C05504	R04683
C05172	C06482	R08224
C05176	C05202	R04693
C05200	C05313	R04711
C05223	C05758	R04725
C05223	C05759	R04726
C05232	C05329	R04729
C05258	C05259	R04737
C05258	C05272	R04738
C05260	C05261	R04739
C05260	C05273	R04740
C05262	C05263	R04741
C05264	C05265	R04743
C05264	C05275	R04744
C05266	C05267	R04745
C05266	C05276	R04746
C05268	C05269	R04748
C05268	C05271	R04749
C05270	C05271	R04751
C05270	C05271	R06985
C05274	C05275	R04753
C05274	C05275	R04754
C05279	C05280	R04756
C05284	C05285	R04758
C05284	C18075	R08945
C05284	C18075	R08980
C05290	C05297	R04759
C05294	C05295	R04761
C05298	C05299	R04762
C05299	C11132	R04353
C05301	C05302	R04764
C05302	C11131	R04354
C05335	C05703	R04770
C05335	C05691	R04771
C05335	C05336	R04773
C05335	C05698	R09365
C05337	C05449	R04811
C00085	C00095	R00867
C00085	C00275	R01819
C00085	C00118	R01827
C00085	C00279	R01830
C00085	C00665	R02731
C00085	C00665	R02732
C00085	C00092	R02740
C00085	C00092	R03321
C00085	C00095	R03920
C00085	C00354	R04779
C00085	C00354	R04780
C05381	C16254	R03316
C05394	C05403	R04783
C05402	C05404	R05549
C05437	C05439	R04804
C05444	C05445	R04805
C05444	C05452	R04806
C05444	C05445	R08758
C05446	C05454	R04807
C05447	C05448	R04809
C05447	C17346	R08740
C05448	C05449	R04810
C05450	C05467	R04812
C05450	C05460	R04813
C05451	C05455	R04817
C05452	C05454	R07204
C05453	C17339	R04823
C05455	C17339	R04826
C05460	C17343	R08735
C05476	C05478	R04840
C05487	C05488	R04849
C05487	C05489	R04850
C05497	C05498	R04852
C05499	C05500	R04853
C05500	C05501	R04854
C05501	C05502	R04855
C05528	C11537	R07136
C05535	C11482	R04390
C05544	C05545	R04866
C05545	C05546	R04867
C05576	C05577	R04880
C05576	C05594	R04881
C05577	C05580	R04882
C05577	C05580	R04883
C05578	C05579	R04884
C05578	C15566	R07313
C05580	C05584	R04887
C05581	C05582	R04888
C05581	C05582	R04889
C05581	C05587	R04890
C05583	C05584	R04891
C05583	C05584	R04892
C05583	C05589	R04893
C05583	C05588	R04894
C05634	C05635	R04903
C05634	C05635	R04904
C05635	C05660	R04905
C05636	C05637	R04907
C05638	C05639	R04908
C05638	C05651	R04909
C05648	C05651	R04911
C05649	C05650	R07354
C05649	C05650	R07355
C05670	C06114	R03971
C05673	C05675	R04920
C05674	C06459	R02590
C05674	C05676	R04922
C05686	C05696	R04928
C05686	C05697	R04929
C05688	C05699	R04930
C05689	C05695	R04935
C05689	C05703	R09366
C05692	C05698	R04936
C05698	C05699	R04942
C05703	C18902	R09372
C05726	C05729	R04951
C05726	C05727	R10553
C05745	C05746	R04952
C05746	C05747	R04953
C05747	C05748	R04954
C05748	C05749	R04956
C05749	C05750	R04957
C05751	C05752	R04959
C05752	C05753	R04960
C05752	C16236	R07766
C05752	C16239	R07768
C05752	C06423	R08157
C05754	C05755	R04962
C05755	C05756	R04963
C05756	C05757	R04964
C05757	C05758	R04965
C05760	C05761	R04967
C05761	C05762	R04968
C05763	C05764	R04970
C05764	C16219	R07762
C05766	C05768	R04972
C05774	C06508	R07268
C05787	C05791	R04979
C05803	C05804	R04983
C05805	C17568	R02175
C05813	C05814	R04990
C05815	C17569	R05614
C05819	C20265	R09991
C05827	C05828	R04996
C05847	C05848	R05000
C05860	C05861	R05002
C05921	C06250	R05145
C05924	C18239	R09395
C05924	C19848	R09726
C05928	C05929	R05197
C05938	C05947	R05051
C05946	C05947	R05052
C05966	C14781	R07042
C05966	C14813	R07043
C05981	C11554	R09827
C06000	C06001	R05064
C06001	C06002	R05066
C06054	C06055	R05085
C06102	C06103	R05231
C06123	C06124	R06516
C06126	C06127	R05105
C06133	C06134	R05109
C06134	C06141	R05110
C06135	C06136	R05111
C06135	C06136	R05112
C06138	C06139	R05113
C06139	C06140	R05115
C06140	C06141	R05116
C06140	C06141	R05117
C06174	C16577	R08261
C06205	C14786	R07013
C06205	C14787	R07014
C06212	C08299	R08537
C06246	C06247	R05144
C06246	C06247	R09991
C06249	C06250	R05145
C06341	C15610	R07372
C06341	C17336	R08724
C06376	C06377	R05168
C06409	C06410	R05182
C06427	C16162	R08178
C06428	C16165	R08179
C06429	C16169	R08180
C06481	C16636	R08218
C06481	C16638	R08223
C06482	C16638	R08224
C06485	C07326	R05682
C06505	C06506	R05220
C06604	C06606	R05259
C06604	C06607	R05421
C06606	C06608	R05548
C06611	C06613	R05233
C06612	C16348	R05234
C06613	C06614	R05237
C06615	C16348	R05238
C06714	C06715	R05305
C06751	C15604	R07360
C06754	C06755	R05286
C06754	C07047	R08286
C06754	C07047	R08287
C06790	C11148	R07098
C06790	C14866	R07099
C06790	C14868	R07100
C06800	C19585	R09404
C06800	C16756	R09405
C06800	C19595	R09407
C06800	C19586	R09408
C06868	C07496	R08312
C06899	C11150	R07104
C06899	C07490	R07105
C07047	C16550	R08286
C07047	C16555	R08287
C07054	C07585	R08248
C07073	C16561	R08293
C07073	C16560	R08294
C07073	C11004	R08300
C07073	C16647	R08300
C07090	C07091	R05510
C07108	C16545	R08266
C07281	C07282	R05329
C07295	C07308	R05756
C07447	C16622	R08250
C07480	C16360	R07978
C07481	C13747	R07939
C07490	C14869	R07106
C07535	C14849	R07079
C07535	C14850	R07080
C07535	C14851	R07081
C07572	C16608	R08343
C07572	C16607	R08344
C07572	C16612	R08346
C07645	C11583	R08280
C07645	C16551	R08281
C07645	C07646	R08282
C07645	C07646	R08283
C07648	C16619	R08245
C07649	C12739	R08222
C07649	C16630	R08226
C07649	C16633	R08229
C07649	C11736	R08230
C07649	C16634	R08231
C08276	C15606	R07363
C08492	C16310	R10783
C08821	C15783	R07487
C09819	C09820	R05575
C11004	C16561	R08295
C11038	C11039	R00139
C11039	C21031	R11029
C11088	C14874	R07113
C11173	C16641	R08255
C11173	C16543	R08258
C11173	C11376	R08259
C11173	C11376	R08260
C11174	C20690	R10548
C11278	C19586	R09409
C11301	C15557	R07287
C11439	C11440	R05635
C11508	C15776	R07483
C11522	C15776	R07484
C11522	C15777	R07490
C11523	C15782	R07485
C11526	C20690	R08964
C11547	C11548	R05792
C11556	C11557	R10928
C11735	C16561	R08295
C11821	C12248	R06601
C11945	C11947	R06412
C11946	C11947	R06411
C12144	C12145	R06527
C12144	C12145	R06528
C12214	C12215	R06590
C12270	C20776	R10688
C12270	C20776	R10693
C12650	C16635	R08220
C12650	C16834	R08220
C12739	C16635	R08221
C12834	C12835	R06835
C13051	C20742	R10632
C13550	C15518	R07208
C13712	C18042	R08959
C13747	C16365	R07940
C13747	C16358	R07943
C13747	C16356	R07945
C13747	C16356	R07977
C14040	C14802	R07021
C14040	C14800	R07022
C14089	C14090	R06917
C14144	C14145	R06942
C14556	C14854	R07087
C14768	C14772	R07111
C14769	C14773	R07110
C14770	C14774	R07109
C14771	C14775	R07108
C14781	C14782	R07044
C14786	C14791	R07002
C14787	C14793	R07003
C14787	C14792	R07004
C14800	C14805	R07025
C14800	C14806	R07026
C14800	C14801	R07027
C14802	C14803	R07023
C14802	C14804	R07024
C14813	C14814	R07045
C14818	C14819	R00078
C14839	C14847	R07069
C14839	C14844	R07071
C14840	C14848	R07070
