ID	pval	padj	log2FC	baseMean	logPval
C00490	8.83299961046411e-34	1.56785743085738e-31	3.11682	17.0747128205128	-109.802651778301
C01732	8.83299961046411e-34	1.56785743085738e-31	3.11682	17.0747128205128	-109.802651778301
C02214	8.83299961046411e-34	1.56785743085738e-31	3.11682	17.0747128205128	-109.802651778301
C02226	8.83299961046411e-34	1.56785743085738e-31	3.11682	17.0747128205128	-109.802651778301
C00741	5.92712833899837e-31	6.01180160098406e-29	2.50968	16.0052487179487	-100.412437645259
C01770	5.92712833899837e-31	6.01180160098406e-29	2.50968	16.0052487179487	-100.412437645259
C01771	5.92712833899837e-31	6.01180160098406e-29	2.50968	16.0052487179487	-100.412437645259
C07329	9.25964374521351e-25	8.21793382387699e-23	1.80138	12.5514179487179	-79.8372456837634
C00385	1.52629881880762e-20	1.08367216135341e-18	2.24993999999999	14.4046692307692	-65.8285244570635
C07599	1.52629881880762e-20	1.08367216135341e-18	2.24993999999999	14.4046692307692	-65.8285244570635
C01620	2.67335390099527e-19	1.72552842700604e-17	1.71432	15.5304282051282	-61.6979829673685
C00074	3.16212490322783e-19	1.87092390107647e-17	1.41142	12.8276641025641	-61.455739447906
C00366	5.24331659279865e-19	2.86365752375926e-17	-1.39594000000001	15.7708769230769	-60.7261541440796
C05528	2.12881534724701e-17	1.07961349753241e-15	2.14532	12.8634358974359	-55.3827267967681
C00346	4.23717034694346e-15	2.0055939642199e-13	0.651019999999999	17.2056897435897	-47.7458202927794
C00345	2.87953197341486e-13	1.17544097847629e-11	-1.22814	13.1825692307692	-41.659230892182
C02360	2.97999121303847e-13	1.17544097847629e-11	0.695440000000003	13.6160564102564	-41.6097571568498
C03761	2.97999121303847e-13	1.17544097847629e-11	0.695440000000003	13.6160564102564	-41.6097571568498
C00049	4.38760671514591e-13	1.48342893702552e-11	0.735439999999997	16.4252846153846	-41.0516310185369
C00402	4.38760671514591e-13	1.48342893702552e-11	0.735439999999997	16.4252846153846	-41.0516310185369
C19911	4.38760671514591e-13	1.48342893702552e-11	0.735439999999997	16.4252846153846	-41.0516310185369
C00111	6.60360254334681e-13	2.03850339381575e-11	0.653419999999999	15.2340076923077	-40.4618119433872
C00661	6.60360254334681e-13	2.03850339381575e-11	0.653419999999999	15.2340076923077	-40.4618119433872
C00029	2.18218300011154e-12	6.19739972031677e-11	-1.07576	13.4487435897436	-38.7373650460231
C00052	2.18218300011154e-12	6.19739972031677e-11	-1.07576	13.4487435897436	-38.7373650460231
C00627	3.8781864060383e-12	9.83397267245426e-11	0.936319999999998	10.9323153846154	-37.9077549900247
C19909	3.8781864060383e-12	9.83397267245426e-11	-0.577920000000006	16.2814051282051	-37.9077549900247
C19910	3.8781864060383e-12	9.83397267245426e-11	-0.577920000000006	16.2814051282051	-37.9077549900247
C00236	2.20731310667791e-11	5.18577048230299e-10	1.51774	9.70391282051282	-35.3989177537846
C01159	2.20731310667791e-11	5.18577048230299e-10	1.51774	9.70391282051282	-35.3989177537846
C00105	2.41028768895773e-11	5.18577048230299e-10	-0.824260000000006	16.5078307692308	-35.2720036887324
C01168	2.41028768895773e-11	5.18577048230299e-10	-0.824260000000006	16.5078307692308	-35.2720036887324
C03031	2.41028768895773e-11	5.18577048230299e-10	-0.824260000000006	16.5078307692308	-35.2720036887324
C00417	4.16818859784737e-11	8.22059417908787e-10	1.03466	14.2934615384615	-34.4817884871082
C00425	4.16818859784737e-11	8.22059417908787e-10	1.03466	14.2934615384615	-34.4817884871082
C02341	4.16818859784737e-11	8.22059417908787e-10	1.03466	14.2934615384615	-34.4817884871082
C12630	5.14516834009991e-11	9.87316086884037e-10	-1.86136	9.90180512820513	-34.177990763638
C00025	1.20783006610676e-10	2.04180796889476e-09	-0.549039999999998	19.7019692307692	-32.9468634578122
C00217	1.20783006610676e-10	2.04180796889476e-09	-0.549039999999998	19.7019692307692	-32.9468634578122
C00979	1.20783006610676e-10	2.04180796889476e-09	-0.549039999999998	19.7019692307692	-32.9468634578122
C05938	1.20783006610676e-10	2.04180796889476e-09	-0.549039999999998	19.7019692307692	-32.9468634578122
C12269	1.20783006610676e-10	2.04180796889476e-09	-0.549039999999998	19.7019692307692	-32.9468634578122
C00026	1.54088466764546e-10	2.14515316476133e-09	0.943420000000001	11.9811820512821	-32.5955220660234
C00334	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C01026	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C01205	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C02261	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C02356	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C03284	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C03665	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C05145	1.54088466764546e-10	2.14515316476133e-09	-0.510299999999997	16.3709820512821	-32.5955220660234
C00489	2.16269569338742e-10	2.79184353146376e-09	-0.393079999999994	14.6368948717949	-32.1064502667111
C00900	2.16269569338742e-10	2.79184353146376e-09	-0.393079999999994	14.6368948717949	-32.1064502667111
C06010	2.16269569338742e-10	2.79184353146376e-09	-0.393079999999994	14.6368948717949	-32.1064502667111
C08645	2.16269569338742e-10	2.79184353146376e-09	-0.393079999999994	14.6368948717949	-32.1064502667111
C01151	7.90548746063292e-10	1.0023028744731e-08	0.796959999999997	11.1790102564103	-30.2364265254607
C00158	1.53085490994101e-09	1.8115116434302e-08	2.0965	17.3738897435897	-29.2830152991875
C00311	1.53085490994101e-09	1.8115116434302e-08	2.0965	17.3738897435897	-29.2830152991875
C00451	1.53085490994101e-09	1.8115116434302e-08	2.0965	17.3738897435897	-29.2830152991875
C04575	1.53085490994101e-09	1.8115116434302e-08	2.0965	17.3738897435897	-29.2830152991875
C01571	1.85268521557786e-09	2.15640410337751e-08	1.54842	12.2364307692308	-29.0077350759687
C00281	4.0520068965243e-09	4.64020144601976e-08	0.514840000000005	14.1321717948718	-27.8787162243751
C00670	2.9783948912175e-08	3.35660376629274e-07	0.697839999999996	19.0041205128205	-25.0008897124213
C00881	3.89865860354161e-08	4.32507438830397e-07	0.49512	13.1176	-24.6124469322787
C07325	7.15154067978578e-08	7.81168289638139e-07	-0.409559999999999	11.6809076923077	-23.7371706792157
C05695	8.65314173901497e-08	9.30868277984944e-07	0.790859999999999	11.5447897435897	-23.4622007248044
C00299	1.20204281547253e-07	1.25507411615514e-06	-1.04458000000001	14.9404794871795	-22.9880083800012
C02067	1.20204281547253e-07	1.25507411615514e-06	-1.04458000000001	14.9404794871795	-22.9880083800012
C00170	1.39417831434556e-07	1.43458927997876e-06	0.764120000000005	15.3417179487179	-22.7740815716063
C15025	1.63190794077578e-07	1.54465793797974e-06	-0.50742	17.2312512820513	-22.5469369899489
C00940	1.83946282401032e-07	1.54465793797974e-06	-0.616059999999999	10.8871743589744	-22.3742121448226
C00959	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C02165	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C04685	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C04853	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C05356	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C05965	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C05966	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14781	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14808	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14810	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14812	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14813	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14820	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C14823	1.84923837645462e-07	1.54465793797974e-06	-0.595020000000005	12.4689358974359	-22.3665654565801
C00757	2.22226478201995e-07	1.83466045957461e-06	-0.856479999999999	12.2197666666667	-22.101465940667
C05379	3.30652619197447e-07	2.69842942103664e-06	-0.544639999999998	13.9774282051282	-21.5281803345766
C00519	2.62672668058287e-06	2.11929084456118e-05	0.4414	14.0814025641026	-18.5383024781339
C00365	6.53465749207594e-06	5.21304137008305e-05	0.462400000000001	12.5725102564103	-17.223456948825
C02305	1.17024376925029e-05	9.23192306853007e-05	-0.464739999999999	12.4639846153846	-16.3828313907334
C04230	1.72686812244753e-05	0.000134733666696456	0.506900000000002	13.8937564102564	-15.8214825631714
C00041	1.85523000622381e-05	0.000138654032044095	-0.324979999999996	14.5178307692308	-15.7180424152091
C00099	1.85523000622381e-05	0.000138654032044095	-0.324979999999996	14.5178307692308	-15.7180424152091
C00133	1.85523000622381e-05	0.000138654032044095	-0.324979999999996	14.5178307692308	-15.7180424152091
C00213	1.85523000622381e-05	0.000138654032044095	-0.324979999999996	14.5178307692308	-15.7180424152091
C05640	1.94689760349298e-05	0.000143989301925002	0.346260000000003	12.1867230769231	-15.6484634665048
C15559	3.79745923505799e-05	0.000277958356380533	-0.590959999999999	10.5841871794872	-14.6846059966602
C01185	0.000102374465621396	0.000741692557052971	-0.445259999999999	12.9791666666667	-13.2538564583046
C00085	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C00092	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C00103	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C00140	0.000151309384540699	0.000902770277511734	-0.289220000000002	11.7074641025641	-12.6902109101015
C00275	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C00446	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C00636	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C00645	0.000151309384540699	0.000902770277511734	-0.289220000000002	11.7074641025641	-12.6902109101015
C01074	0.000151309384540699	0.000902770277511734	-0.289220000000002	11.7074641025641	-12.6902109101015
C01094	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C01097	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C01172	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C01177	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C02888	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C03267	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C03546	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C03862	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C03878	0.000151309384540699	0.000902770277511734	-0.289220000000002	11.7074641025641	-12.6902109101015
C04006	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C05021	0.000151309384540699	0.000902770277511734	-0.289220000000002	11.7074641025641	-12.6902109101015
C05345	0.000151309384540699	0.000902770277511734	0.384120000000003	17.0055871794872	-12.6902109101015
C01233	0.000177113265712485	0.00104792015546554	-0.297740000000001	15.2636923076923	-12.4630401061334
C00184	0.000223322922682591	0.00126847420083712	0.574140000000002	13.144358974359	-12.1285810372865
C00186	0.000223322922682591	0.00126847420083712	0.574140000000002	13.144358974359	-12.1285810372865
C00256	0.000223322922682591	0.00126847420083712	0.574140000000002	13.144358974359	-12.1285810372865
C01013	0.000223322922682591	0.00126847420083712	0.574140000000002	13.144358974359	-12.1285810372865
C02154	0.000223322922682591	0.00126847420083712	0.574140000000002	13.144358974359	-12.1285810372865
C04741	0.000234664491539623	0.00129156425576072	-0.301780000000003	12.3774	-12.0571128238209
C05956	0.000234664491539623	0.00129156425576072	-0.301780000000003	12.3774	-12.0571128238209
C05962	0.000234664491539623	0.00129156425576072	-0.301780000000003	12.3774	-12.0571128238209
C05964	0.000234664491539623	0.00129156425576072	-0.301780000000003	12.3774	-12.0571128238209
C02373	0.000282869523989247	0.00153310963383485	-0.267579999999995	11.6971512820513	-11.7875756286124
C19263	0.000282869523989247	0.00153310963383485	-0.267579999999995	11.6971512820513	-11.7875756286124
C00077	0.00037645008484634	0.00197984859437705	0.341979999999996	17.971058974359	-11.3752537951799
C00441	0.00037645008484634	0.00197984859437705	-0.30702	11.7163025641026	-11.3752537951799
C00515	0.00037645008484634	0.00197984859437705	0.341979999999996	17.971058974359	-11.3752537951799
C03508	0.00037645008484634	0.00197984859437705	-0.30702	11.7163025641026	-11.3752537951799
C05118	0.00041981211095866	0.00217566860423831	-0.262919999999994	12.2541871794872	-11.2179685927003
C05119	0.00041981211095866	0.00217566860423831	-0.262919999999994	12.2541871794872	-11.2179685927003
C01595	0.000436316031358598	0.00222866462060867	0.425879999999999	13.1492666666667	-11.162338896583
C04056	0.000436316031358598	0.00222866462060867	0.425879999999999	13.1492666666667	-11.162338896583
C00475	0.000507281138260719	0.00257177300399051	0.366599999999998	17.0103487179487	-10.9449268604043
C00301	0.000510732385299524	0.00257177300399051	-1.29364	11.0768025641026	-10.9351448369869
C00331	0.000779620435226842	0.00389810217613421	-0.288139999999999	16.3017641025641	-10.3249404728761
C00019	0.00104709696081978	0.00519887302225205	0.347060000000003	13.6905461538462	-9.89938924314121
C00015	0.00125427356775868	0.00618426550769905	-0.405219999999996	12.0189974358974	-9.63893223811329
C04555	0.00129708838105631	0.00635126034862055	-0.272039999999999	12.3141948717949	-9.59050749931495
C00750	0.00165896113648501	0.00806755073222163	-0.605960000000012	16.1233205128205	-9.23550419514775
C00022	0.00184681572422086	0.00885972408241088	0.239380000000004	13.2549153846154	-9.080744363667
C00222	0.00184681572422086	0.00885972408241088	0.239380000000004	13.2549153846154	-9.080744363667
C00117	0.00192599822990521	0.00887960222878376	0.343660000000005	14.6137743589744	-9.02017790739357
C00231	0.00192599822990521	0.00887960222878376	0.343660000000005	14.6137743589744	-9.02017790739357
C00620	0.00192599822990521	0.00887960222878376	0.343660000000005	14.6137743589744	-9.02017790739357
C01112	0.00192599822990521	0.00887960222878376	0.343660000000005	14.6137743589744	-9.02017790739357
C03906	0.00192599822990521	0.00887960222878376	0.343660000000005	14.6137743589744	-9.02017790739357
C07660	0.00192599822990521	0.00887960222878376	-0.264579999999999	11.2388282051282	-9.02017790739357
C00043	0.00232183845572236	0.0105673416895056	-0.30838	13.9870615384615	-8.75051668594513
C00203	0.00232183845572236	0.0105673416895056	-0.30838	13.9870615384615	-8.75051668594513
C00350	0.00251602278104656	0.0113781921945418	-0.47978	12.1240717948718	-8.63463929966503
C02235	0.00262259932761641	0.0117850982443522	0.29036	12.7885128205128	-8.57478687058368
C00664	0.00269027845003975	0.0119070107379317	0.3255	13.2576179487179	-8.53802878187968
C01879	0.00273358133842658	0.0119070107379317	-0.257979999999996	17.3885205128205	-8.51499198071822
C02237	0.00273358133842658	0.0119070107379317	-0.257979999999996	17.3885205128205	-8.51499198071822
C04281	0.00273358133842658	0.0119070107379317	-0.257979999999996	17.3885205128205	-8.51499198071822
C04282	0.00273358133842658	0.0119070107379317	-0.257979999999996	17.3885205128205	-8.51499198071822
C01236	0.00357375796247627	0.0153779888082312	-0.593399999999999	12.0310948717949	-8.12834235541964
C04442	0.00357375796247627	0.0153779888082312	-0.593399999999999	12.0310948717949	-8.12834235541964
C00062	0.00369529007471436	0.0157105146889054	-0.267339999999997	17.8692794871795	-8.08009666645411
C00792	0.00369529007471436	0.0157105146889054	-0.267339999999997	17.8692794871795	-8.08009666645411
C02862	0.0043678470204227	0.0184593534791674	0.228260000000001	14.5826948717949	-7.8388619565047
C00257	0.00515856180219733	0.021418589938948	0.329940000000002	14.6382128205128	-7.59881538375142
C00800	0.00515856180219733	0.021418589938948	0.329940000000002	14.6382128205128	-7.59881538375142
C00880	0.00515856180219733	0.021418589938948	0.329940000000002	14.6382128205128	-7.59881538375142
C01243	0.00582558020269939	0.0239084505428703	0.342180000000001	10.7054179487179	-7.42338254152656
C01245	0.00582558020269939	0.0239084505428703	0.342180000000001	10.7054179487179	-7.42338254152656
C00078	0.0058798977235269	0.0239926861132419	-0.225539999999995	16.515382051282	-7.40999322399566
C02220	0.00780518336514315	0.0316667439385808	-0.334560000000002	12.5095282051282	-7.00135175920134
C00082	0.0124889763723894	0.0492620734688693	-0.219879999999989	16.9010333333333	-6.32320095486218
C02838	0.0124889763723894	0.0492620734688693	0.282360000000004	13.3543564102564	-6.32320095486218
C03483	0.0124889763723894	0.0492620734688693	0.355559999999999	11.1875820512821	-6.32320095486218
C04368	0.0124889763723894	0.0492620734688693	-0.219879999999989	16.9010333333333	-6.32320095486218
C19579	0.0124889763723894	0.0492620734688693	-0.219879999999989	16.9010333333333	-6.32320095486218
C00127	0.0135720740064137	0.0532385223456007	0.444360000000001	15.3663230769231	-6.20321498779954
C04707	0.0138392061541842	0.053401284616689	-0.21702	12.8425282051282	-6.17509500043223
C06439	0.0138392061541842	0.053401284616689	-0.21702	12.8425282051282	-6.17509500043223
C13802	0.0138392061541842	0.053401284616689	-0.21702	12.8425282051282	-6.17509500043223
C00988	0.0182014227176632	0.069854108808329	0.179659999999997	12.2303128205128	-5.7798049664114
C00051	0.0189249207621474	0.0722402889307777	0.453440000000008	17.9024897435897	-5.72356893005494
C07187	0.0241512913110565	0.0916974162077546	0.334320000000002	13.1987564102564	-5.37175586124153
C11133	0.02533638424354	0.0956852809197521	0.980680000000003	15.8990333333333	-5.30264553767623
C01136	0.025755574182806	0.096074999661233	0.182939999999997	13.347041025641	-5.27897148658197
C16255	0.025755574182806	0.096074999661233	0.182939999999997	13.347041025641	-5.27897148658197
C00149	0.0266029762824364	0.096074999661233	-0.272320000000004	16.8212230769231	-5.23226852947277
C00250	0.0266029762824364	0.096074999661233	-0.182619999999998	14.8395102564103	-5.23226852947277
C00711	0.0266029762824364	0.096074999661233	-0.272320000000004	16.8212230769231	-5.23226852947277
C06051	0.0266029762824364	0.096074999661233	-0.182619999999998	14.8395102564103	-5.23226852947277
C09627	0.0266029762824364	0.096074999661233	0.221339999999993	14.4272692307692	-5.23226852947277
C13800	0.0269169443077126	0.096074999661233	0.209979999999995	14.6433615384615	-5.21534154960098
C00167	0.0269280632853315	0.096074999661233	-0.308339999999999	11.468158974359	-5.21474571742208
C00617	0.0269280632853315	0.096074999661233	-0.308339999999999	11.468158974359	-5.21474571742208
C02330	0.0269280632853315	0.096074999661233	-0.308339999999999	11.468158974359	-5.21474571742208
C05696	0.027374150209026	0.0971782332420423	-0.387259999999999	11.6473358974359	-5.19104201075053
C00575	0.0284699319983045	0.100067582766318	0.136800000000003	13.9450461538462	-5.13441714263153
C02353	0.0284699319983045	0.100067582766318	0.136800000000003	13.9450461538462	-5.13441714263153
D00673	0.0324367124176532	0.113448600081447	-0.311360000000004	12.5692923076923	-4.94622858535824
C19615	0.0331675625969575	0.115436124724705	0.356280000000003	13.9750025641026	-4.91408319388291
C02427	0.0337269094050872	0.116810271598107	-0.23326	10.6190051282051	-4.88995606798673
C00523	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C03917	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C04295	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C04373	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C05293	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C07635	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C14210	0.0370564739861491	0.121207323325621	0.248520000000003	13.4837025641026	-4.75413057782961
C00815	0.0372157696971625	0.121207323325621	0.161459999999991	15.1207384615385	-4.74794211567204
C01087	0.0372157696971625	0.121207323325621	0.161459999999991	15.1207384615385	-4.74794211567204
C02266	0.0372157696971625	0.121207323325621	0.161459999999991	15.1207384615385	-4.74794211567204
C02674	0.0372157696971625	0.121207323325621	0.161459999999991	15.1207384615385	-4.74794211567204
C03196	0.0372157696971625	0.121207323325621	0.161459999999991	15.1207384615385	-4.74794211567204
C05924	0.0372157696971625	0.121207323325621	0.716239999999999	9.66189230769231	-4.74794211567204
C16365	0.037562055281342	0.121776526254579	-0.191380000000008	15.2083461538462	-4.7345801847416
C00037	0.038970977567985	0.125769973060315	-0.154499999999999	13.0491538461538	-4.68145606851168
C03451	0.0395874352298488	0.127181353000872	0.343820000000003	12.4324692307692	-4.65881358795454
C00206	0.0433483163233712	0.138636507160331	-0.391580000000001	10.6694538461538	-4.52788023044745
C09815	0.0437739743628664	0.139370052904193	0.392140000000001	14.2262820512821	-4.51378281349033
