rxn	gene
R09416	230459
R09416	13097
R09416	74519
R09416	13095
R09416	13113
R09416	13089
R09416	13094
R09416	13099
R09416	226143
R09416	13086
R07098	72082
R07098	53973
R07098	404195
R07098	71754
R07098	69888
R07098	320997
R07098	56448
R07098	545123
R07098	106648
R07098	208285
R07098	100066
R07098	13088
R07098	72303
R07098	13110
R07098	665095
R07098	70101
R07098	631304
R07098	380997
R07098	13109
R07098	76279
R07098	13105
R07098	100041375
R07098	13090
R07098	13087
R07098	337924
R07098	13076
R07098	56388
R07098	74134
R07098	433247
R07098	13098
R07098	243881
R07098	13107
R07098	13078
R07098	13085
R07098	13112
R07098	107141
R07098	13096
R07098	13120
R07098	226105
R07098	13114
R07098	242546
R07098	13101
R07098	13077
R07098	223706
R07098	81906
R07098	230459
R07098	13097
R07098	74519
R07098	13095
R07098	13113
R07098	13089
R07098	13094
R07098	13099
R07098	226143
R07098	13086
R07085	72082
R07085	53973
R07085	404195
R07085	71754
R07085	69888
R07085	320997
R07085	56448
R07085	545123
R07085	106648
R07085	208285
R07085	100066
R07085	13088
R07085	72303
R07085	13110
R07085	665095
R07085	70101
R07085	631304
R07085	380997
R07085	13109
R07085	76279
R07085	13105
R07085	100041375
R07085	13090
R07085	13087
R07085	337924
R07085	13076
R07085	56388
R07085	74134
R07085	433247
R07085	13098
R07085	243881
R07085	13107
R07085	13078
R07085	13085
R07085	13112
R07085	107141
R07085	13096
R07085	13120
R07085	226105
R07085	13114
R07085	242546
R07085	13101
R07085	13077
R07085	223706
R07085	81906
R07085	230459
R07085	13097
R07085	74519
R07085	13095
R07085	13113
R07085	13089
R07085	13094
R07085	13099
R07085	226143
R07085	13086
R08267	72082
R08267	53973
R08267	404195
R08267	71754
R08267	69888
R08267	320997
R08267	56448
R08267	545123
R08267	106648
R08267	208285
R08267	100066
R08267	13088
R08267	72303
R08267	13110
R08267	665095
R08267	70101
R08267	631304
R08267	380997
R08267	13109
R08267	76279
R08267	13105
R08267	100041375
R08267	13090
R08267	13087
R08267	337924
R08267	13076
R08267	56388
R08267	74134
R08267	433247
R08267	13098
R08267	243881
R08267	13107
R08267	13078
R08267	13085
R08267	13112
R08267	107141
R08267	13096
R08267	13120
R08267	226105
R08267	13114
R08267	242546
R08267	13101
R08267	13077
R08267	223706
R08267	81906
R08267	230459
R08267	13097
R08267	74519
R08267	13095
R08267	13113
R08267	13089
R08267	13094
R08267	13099
R08267	226143
R08267	13086
R07048	72082
R07048	53973
R07048	404195
R07048	71754
R07048	69888
R07048	320997
R07048	56448
R07048	545123
R07048	106648
R07048	208285
R07048	100066
R07048	13088
R07048	72303
R07048	13110
R07048	665095
R07048	70101
R07048	631304
R07048	380997
R07048	13109
R07048	76279
R07048	13105
R07048	100041375
R07048	13090
R07048	13087
R07048	337924
R07048	13076
R07048	56388
R07048	74134
R07048	433247
R07048	13098
R07048	243881
R07048	13107
R07048	13078
R07048	13085
R07048	13112
R07048	107141
R07048	13096
R07048	13120
R07048	226105
R07048	13114
R07048	242546
R07048	13101
R07048	13077
R07048	223706
R07048	81906
R07048	230459
R07048	13097
R07048	74519
R07048	13095
R07048	13113
R07048	13089
R07048	13094
R07048	13099
R07048	226143
R07048	13086
R07050	72082
R07050	53973
R07050	404195
R07050	71754
R07050	69888
R07050	320997
R07050	56448
R07050	545123
R07050	106648
R07050	208285
R07050	100066
R07050	13088
R07050	72303
R07050	13110
R07050	665095
R07050	70101
R07050	631304
R07050	380997
R07050	13109
R07050	76279
R07050	13105
R07050	100041375
R07050	13090
R07050	13087
R07050	337924
R07050	13076
R07050	56388
R07050	74134
R07050	433247
R07050	13098
R07050	243881
R07050	13107
R07050	13078
R07050	13085
R07050	13112
R07050	107141
R07050	13096
R07050	13120
R07050	226105
R07050	13114
R07050	242546
R07050	13101
R07050	13077
R07050	223706
R07050	81906
R07050	230459
R07050	13097
R07050	74519
R07050	13095
R07050	13113
R07050	13089
R07050	13094
R07050	13099
R07050	226143
R07050	13086
R07939	72082
R07939	53973
R07939	404195
R07939	71754
R07939	69888
R07939	320997
R07939	56448
R07939	545123
R07939	106648
R07939	208285
R07939	100066
R07939	13088
R07939	72303
R07939	13110
R07939	665095
R07939	70101
R07939	631304
R07939	380997
R07939	13109
R07939	76279
R07939	13105
R07939	100041375
R07939	13090
R07939	13087
R07939	337924
R07939	13076
R07939	56388
R07939	74134
R07939	433247
R07939	13098
R07939	243881
R07939	13107
R07939	13078
R07939	13085
R07939	13112
R07939	107141
R07939	13096
R07939	13120
R07939	226105
R07939	13114
R07939	242546
R07939	13101
R07939	13077
R07939	223706
R07939	81906
R07939	230459
R07939	13097
R07939	74519
R07939	13095
R07939	13113
R07939	13089
R07939	13094
R07939	13099
R07939	226143
R07939	13086
R04759	13075
R10511	13075
R04761	13075
R03087	13075
R10515	13075
R02351	13075
R02501	13075
R01840	13075
R03849	13079
R03784	13079
R03326	13079
R02213	13079
R02130	13079
R02838	13079
R04675	13079
R02873	20775
R02874	20775
R00311	15368
R00311	15369
R03683	15368
R03683	15369
R02211	13074
R04853	13074
R08517	13074
R03783	13074
R08518	13074
R04852	13074
R02131	13074
R02281	100040843
R02281	13118
R02281	13119
R02281	666168
R02281	230639
R02281	277753
R02281	13117
R02281	435802
R06945	100040843
R06945	13118
R06945	13119
R06945	666168
R06945	230639
R06945	277753
R06945	13117
R06945	435802
R07041	100040843
R07041	13118
R07041	13119
R07041	666168
R07041	230639
R07041	277753
R07041	13117
R07041	435802
R01347	100040843
R01347	13118
R01347	13119
R01347	666168
R01347	230639
R01347	277753
R01347	13117
R01347	435802
R08390	100040843
R08390	13118
R08390	13119
R08390	666168
R08390	230639
R08390	277753
R08390	13117
R08390	435802
R07046	100040843
R07046	13118
R07046	13119
R07046	666168
R07046	230639
R07046	277753
R07046	13117
R07046	435802
R02879	100040843
R02879	13118
R02879	13119
R02879	666168
R02879	230639
R02879	277753
R02879	13117
R02879	435802
R01348	100040843
R01348	13118
R01348	13119
R01348	666168
R01348	230639
R01348	277753
R01348	13117
R01348	435802
R02218	110115
R02218	13072
R02843	110115
R02843	13072
R08949	110115
R08949	13072
R02725	110115
R02725	13072
R02726	110115
R02726	13072
R04850	110115
R04850	13072
R03262	110115
R03262	13072
R03329	110115
R03329	13072
R03851	110115
R03851	13072
R03263	110115
R03263	13072
R03263	110115
R03262	110115
R03933	13070
R01454	13070
R04854	13070
R02723	13070
R02724	13070
R04676	13070
R04855	13070
R07211	18478
R01795	18478
R01815	21823
R07212	21823
R07213	21990
R07213	216343
R01814	21990
R01814	216343
R04044	319660
R02535	13166
R03912	18484
R04884	22173
R00045	22173
R00031	22173
R04693	22173
R02078	22173
R00058	22173
R02383	22173
R00731	22173
R02950	22173
R02363	22173
R01803	12763
R01115	12763
R11001	338521
R04826	13124
R02222	30049
R02222	20250
R02222	329065
R02222	20249
R07486	235293
R07505	235293
R07215	235293
R07491	235293
R01590	19225
R01590	19224
R00073	19225
R00073	19224
R01599	19225
R01599	19224
R04437	102115
R07218	12642
R00275	20656
R00275	20655
R00275	20657
R00849	14571
R08657	14571
R00848	14571
R05182	210009
R00078	14297
R00078	12870
R00078	15203
R09739	73649
R09739	13056
R02103	22436
R01768	22436
R01769	22436
R07978	22436
R07977	22436
R02107	22436
R07942	22436
R07979	22436
R00069	22436
R08235	22436
R02017	20135
R02017	20133
R02017	382985
R08363	20135
R08363	20133
R08363	382985
R08364	20135
R08364	20133
R08364	382985
R02019	20135
R02019	20133
R02019	382985
R02024	20135
R02024	20133
R02024	382985
R02018	20135
R02018	20133
R02018	382985
R04294	20135
R04294	20133
R04294	382985
R03511	69568
R03511	27973
R03645	69568
R03645	27973
R09992	69568
R09992	27973
R08735	93732
R08740	93732
R07374	93732
R10159	14149
R01025	218865
R00298	217666
R03534	217666
R03225	76187
R10059	70337
R09521	70337
R09522	70337
R01061	100042025
R01061	14433
R01061	14447
R00705	104776
R00706	104776
R00713	214579
R00922	104776
R00935	104776
R00705	104776
R04065	56752
R04065	110695
R04065	11669
R04065	72535
R04065	11671
R02549	56752
R02549	110695
R02549	11669
R02549	72535
R02549	11671
R01986	56752
R01986	110695
R01986	11669
R01986	72535
R01986	11671
R03283	56752
R03283	110695
R03283	11669
R03283	72535
R03283	11671
R00710	56752
R00710	110695
R00710	11669
R00710	72535
R00710	11671
R02957	56752
R02957	110695
R02957	11669
R02957	72535
R02957	11671
R00904	56752
R00904	110695
R00904	11669
R00904	72535
R00904	11671
R05238	56752
R05238	110695
R05238	11669
R05238	72535
R05238	11671
R00538	56752
R00538	110695
R00538	11669
R00538	72535
R00538	11671
R03869	56752
R03869	110695
R03869	11669
R03869	72535
R03869	11671
R06366	56752
R06366	110695
R06366	11669
R06366	72535
R06366	11671
R00631	56752
R00631	110695
R00631	11669
R00631	72535
R00631	11671
R05237	56752
R05237	110695
R05237	11669
R05237	72535
R05237	11671
R01752	56752
R01752	110695
R01752	11669
R01752	72535
R01752	11671
R02678	56752
R02678	110695
R02678	11669
R02678	72535
R02678	11671
R04903	56752
R04903	110695
R04903	11669
R04903	72535
R04903	11671
R05286	56752
R05286	110695
R05286	11669
R05286	72535
R05286	11671
R04506	56752
R04506	110695
R04506	11669
R04506	72535
R04506	11671
R02940	56752
R02940	110695
R02940	11669
R02940	72535
R02940	11671
R00264	56752
R00264	110695
R00264	11669
R00264	72535
R00264	11671
R05050	56752
R05050	110695
R05050	11669
R05050	72535
R05050	11671
R04863	110695
R04390	110695
R03098	110695
R03103	110695
R03102	110695
R02123	19378
R02123	26358
R02123	11668
R08385	19378
R08385	26358
R08385	11668
R03313	56454
R03283	56752
R00631	56847
R00631	73458
R00631	11670
R00631	67689
R00631	621603
R00634	56847
R00634	73458
R00634	11670
R00634	67689
R00634	621603
R08307	56847
R08307	73458
R08307	11670
R08307	67689
R08307	621603
R02697	56847
R02697	73458
R02697	11670
R02697	67689
R02697	621603
R04996	56847
R04996	73458
R04996	11670
R04996	67689
R04996	621603
R00710	56847
R00710	73458
R00710	11670
R00710	67689
R00710	621603
R04892	56847
R04892	73458
R04892	11670
R04892	67689
R04892	621603
R04891	56847
R04891	73458
R04891	11670
R04891	67689
R04891	621603
R00904	56847
R00904	73458
R00904	11670
R00904	67689
R00904	621603
R08282	56847
R08282	73458
R08282	11670
R08282	67689
R08282	621603
R07104	56847
R07104	73458
R07104	11670
R07104	67689
R07104	621603
R03302	56847
R03302	73458
R03302	11670
R03302	67689
R03302	621603
R04889	56847
R04889	73458
R04889	11670
R04889	67689
R04889	621603
R04888	56847
R04888	73458
R04888	11670
R04888	67689
R04888	621603
R02537	56847
R02537	73458
R02537	11670
R02537	67689
R02537	621603
R08283	56847
R08283	73458
R08283	11670
R08283	67689
R08283	621603
R04883	56847
R04883	73458
R04883	11670
R04883	67689
R04883	621603
R00538	56847
R00538	73458
R00538	11670
R00538	67689
R00538	621603
R02536	56847
R02536	73458
R02536	11670
R02536	67689
R02536	621603
R04882	56847
R04882	73458
R04882	11670
R04882	67689
R04882	621603
R02695	56847
R02695	73458
R02695	11670
R02695	67689
R02695	621603
R00711	56847
R00711	73458
R00711	11670
R00711	67689
R00711	621603
R03300	56847
R03300	73458
R03300	11670
R03300	67689
R03300	621603
R02566	110695
R02565	110695
R10104	67420
R10104	330450
R09470	67420
R09470	330450
R00707	212647
R04445	212647
R00245	212647
R04444	212647
R05051	212647
R00708	212647
R07230	107585
R03734	13371
R03734	13370
R08408	71872
R08408	11761
R08408	213043
R08408	71724
R01709	71872
R01709	11761
R01709	213043
R01709	71724
R08349	71872
R08349	11761
R08349	213043
R08349	71724
R00635	71872
R00635	11761
R00635	213043
R00635	71724
R02657	71872
R02657	11761
R02657	213043
R02657	71724
R04085	71872
R04085	11761
R04085	213043
R04085	71724
R08384	71872
R08384	11761
R08384	213043
R08384	71724
R02125	71872
R02125	11761
R02125	213043
R02125	71724
R04904	71872
R04904	11761
R04904	213043
R04904	71724
R03871	71872
R03871	11761
R03871	213043
R03871	71724
R01699	18597
R01699	18598
R01699	68263
R00014	18597
R00014	18598
R00014	68263
R03270	18597
R03270	18598
R03270	68263
R00209	18597
R00209	18598
R00209	68263
R01700	18293
R01700	209692
R01700	239017
R01933	18293
R01933	209692
R01933	239017
R03316	18293
R03316	209692
R03316	239017
R00621	18293
R00621	209692
R00621	239017
R01940	18293
R01940	209692
R01940	239017
R08549	18293
R08549	209692
R08549	239017
R07599	12039
R07599	12040
R07601	12039
R07601	12040
R07600	12039
R07600	12040
R07604	12039
R07604	12040
R01701	12039
R01701	12040
R04225	12039
R04225	12040
R01702	12039
R01702	12040
R07603	12039
R07603	12040
R10996	12039
R10996	12040
R10997	12039
R10997	12040
R07602	12039
R07602	12040
R00978	99586
R01415	99586
R08226	99586
R09420	71755
R00814	71755
R07015	71755
R01456	13360
R07487	13360
R01451	13360
R07492	13360
R02208	78925
R02208	57357
R02208	94224
R08954	78925
R08954	57357
R08954	94224
R02497	78925
R02497	57357
R02497	94224
R10242	78925
R10242	57357
R10242	94224
R07447	78925
R07447	57357
R07447	94224
R02892	78925
R02892	57357
R02892	94224
R07429	78925
R07429	57357
R07429	94224
R02610	78925
R02610	57357
R02610	94224
R02393	233016
R02393	109778
R02391	233016
R02391	109778
R02609	208665
R02498	208665
R02893	208665
R03850	208665
R03713	208665
R02841	208665
R01835	208665
R02219	208665
R04823	208665
R04817	208665
R04319	26378
R04319	67460
R03776	111175
R03776	26922
R01278	111175
R01278	26922
R06985	111175
R06985	26922
R07761	111175
R07761	26922
R07162	111175
R07162	26922
R03856	111175
R03856	26922
R04753	111175
R04753	26922
R03989	111175
R03989	26922
R04557	67103
R04557	77219
R04556	67103
R04556	77219
R05639	73166
R07483	73166
R01457	74754
R07499	74754
R03689	74754
R07498	74754
R07507	74754
R05703	74754
R07350	67103
R07349	67103
R10828	106529
R09449	106529
R07761	106529
R03220	12892
R03222	19044
R07896	11430
R07896	80911
R07888	11430
R07888	80911
R07934	11430
R07934	80911
R01279	11430
R01279	80911
R03857	11430
R03857	80911
R07950	11430
R07950	80911
R07892	11430
R07892	80911
R01175	11430
R01175	80911
R00388	11430
R00388	80911
R04751	11430
R04751	80911
R03990	11430
R03990	80911
R04754	11430
R04754	80911
R03777	11430
R03777	80911
R02164	67680
R02164	66945
R01868	56749
R01178	11409
R04751	11409
R03172	11409
R01175	11409
R02661	11409
R04095	56357
R04096	56357
R10074	270076
R03028	270076
R02488	270076
R02487	270076
R04432	11364
R03990	11364
R02661	11364
R03777	11364
R00924	11364
R04754	11364
R00392	11364
R03857	11364
R01279	11364
R01175	11364
R03172	11364
R04095	11364
R04751	11364
R01279	11363
R00392	11363
R03990	11363
R03857	11363
R04751	11363
R03777	11363
R04754	11363
R01279	11370
R03990	11370
R02661	66885
R03173	66885
R03172	66885
R07163	67442
R00243	14661
R00248	14661
R00146	14661
R00145	14661
R06124	70503
R00359	70503
R04239	16948
R01259	100328588
R01259	14204
R01259	100470
R01259	73988
R00357	100328588
R00357	14204
R00357	100470
R00357	73988
R00689	100328588
R00689	14204
R00689	100470
R00689	73988
R00677	100328588
R00677	14204
R00677	100470
R00677	73988
R02197	100328588
R02197	14204
R02197	100470
R02197	73988
R06124	100328588
R06124	14204
R06124	100470
R06124	73988
R00648	100328588
R00648	14204
R00648	100470
R00648	73988
R00729	100328588
R00729	14204
R00729	100470
R00729	73988
R01853	237940
R01853	11754
R04027	237940
R04027	11754
R04300	237940
R04300	11754
R05334	237940
R05334	11754
R02382	237940
R02382	11754
R03139	237940
R03139	11754
R06740	237940
R06740	11754
R06154	237940
R06154	11754
R02613	237940
R02613	11754
R02529	237940
R02529	11754
R04674	76507
R02150	76507
R06133	76507
R03139	76507
R02173	76507
R01151	76507
R00366	13142
R02894	13142
R04221	13142
R05861	13142
R06124	13142
R02923	13142
R02457	13142
R07400	13142
R01340	13142
R01853	109731
R01853	17161
R04890	109731
R04890	17161
R02173	109731
R02173	17161
R04907	109731
R04907	17161
R02919	109731
R02919	17161
R02613	109731
R02613	17161
R04893	109731
R04893	17161
R04674	109731
R04674	17161
R04025	109731
R04025	17161
R02532	109731
R02532	17161
R06133	109731
R06133	17161
R04908	109731
R04908	17161
R08346	109731
R08346	17161
R02529	109731
R02529	17161
R08348	109731
R08348	17161
R04894	109731
R04894	17161
R08347	109731
R08347	17161
R02382	109731
R02382	17161
R02908	109731
R02908	17161
R04300	109731
R04300	17161
R01711	103711
R00278	103711
R06133	103711
R00277	103711
R01710	103711
R01221	104174
R03425	104174
R01218	17768
R01218	665563
R03291	209027
R03291	66194
R03291	69051
R01251	209027
R01251	66194
R01251	69051
R03293	209027
R03293	66194
R03293	69051
R01248	209027
R01248	66194
R01248	69051
R07168	17769
R01224	17769
R04339	12971
R04340	12971
R00936	13361
R02235	13361
R02236	13361
R00940	13361
R00937	13361
R00939	13361
R05707	233016
R09520	233016
R01793	110391
R01793	102643271
R07354	110391
R07354	102643271
R01794	110391
R01794	102643271
R07355	110391
R07355	102643271
R01220	108156
R00941	216188
R00941	107747
R00716	30956
R02313	30956
R00610	19193
R09074	212503
R03899	212503
R09076	228608
R02204	19193
R04433	66841
R00611	192166
R01565	74129
R00112	18115
R00100	320635
R00100	72017
R00100	109754
R00100	266690
R00100	230582
R05102	18984
R08539	18984
R00106	18984
R08551	18984
R07172	99439
R07172	214593
R07171	99439
R07171	214593
R10636	67795
R10635	67795
R03816	18104
R03643	18104
R07358	18104
R02964	18104
R07359	18104
R02163	225887
R02163	17721
R02163	17995
R02163	17718
R02163	17722
R02163	17720
R02163	17717
R02163	68349
R02163	17719
R02163	75406
R02163	227197
R02163	17716
R02163	226646
R02163	72900
R02166	225887
R02166	17721
R02166	17995
R02166	17718
R02166	17722
R02166	17720
R02166	17717
R02166	68349
R02166	17719
R02166	75406
R02166	227197
R02166	17716
R02166	226646
R02166	72900
R02364	12972
R00281	17995
R00281	227197
R00281	68349
R00281	226646
R00281	72900
R00281	225887
R00281	75406
R01134	105446
R01134	66355
R07981	22262
R02106	22262
R00209	13382
R01698	13382
R01933	13382
R01221	13382
R08549	13382
R07618	13382
R03815	13382
R08550	13382
R00094	14782
R00115	14782
R03913	75124
R03913	18230
R03914	75124
R03914	18230
R00900	26462
R00900	232223
R00900	50493
R02016	26462
R02016	232223
R02016	50493
R03596	26462
R03596	232223
R03596	50493
R09372	26462
R09372	232223
R09372	50493
R00533	211389
R00057	11692
R00057	227638
R00057	104009
R07360	66881
R09562	66881
R09562	66881
R07606	110265
R04120	110265
R07607	320183
R07607	27361
R07607	76467
R03915	66073
R02824	66073
R00081	17708
R00082	17708
R09735	268566
R01269	18113
R00650	64918
R11063	64918
R04496	57295
R04711	230027
R08771	230027
R09365	238505
R00946	238505
R05755	57344
R05756	57344
R02056	18618
R10716	66254
R01883	14431
R00367	14711
R04983	52064
R09737	52064
R04990	52064
R08774	52064
R00595	28114
R00595	13434
R02144	102638361
R02144	67383
R00597	76357
R02533	18948
R04033	18948
R10498	209584
R10497	101867
R10586	329504
R10812	234728
R10806	69536
R10806	67768
R00600	17299
R00594	215201
R00380	13433
R00380	13435
R00380	13436
R04858	13433
R04858	13435
R04858	13436
R04905	107626
R03130	107626
R04866	214162
R04866	20937
R04866	84505
R04866	232811
R04866	231051
R04866	67956
R04866	208266
R04866	225888
R04866	208043
R04866	107823
R04866	14056
R04866	14055
R04866	64707
R04866	381022
R04866	235626
R04866	73251
R04866	74729
R04866	75410
R04866	110147
R04866	192195
R04866	52690
R04866	239122
R04866	233904
R04866	18193
R04866	234135
R04866	69188
R04866	77683
R03875	214162
R03875	20937
R03875	84505
R03875	232811
R03875	231051
R03875	67956
R03875	208266
R03875	225888
R03875	208043
R03875	107823
R03875	14056
R03875	14055
R03875	64707
R03875	381022
R03875	235626
R03875	73251
R03875	74729
R03875	75410
R03875	110147
R03875	192195
R03875	52690
R03875	239122
R03875	233904
R03875	18193
R03875	234135
R03875	69188
R03875	77683
R04867	214162
R04867	20937
R04867	84505
R04867	232811
R04867	231051
R04867	67956
R04867	208266
R04867	225888
R04867	208043
R04867	107823
R04867	14056
R04867	14055
R04867	64707
R04867	381022
R04867	235626
R04867	73251
R04867	74729
R04867	75410
R04867	110147
R04867	192195
R04867	52690
R04867	239122
R04867	233904
R04867	18193
R04867	234135
R04867	69188
R04867	77683
R03938	214162
R03938	20937
R03938	84505
R03938	232811
R03938	231051
R03938	67956
R03938	208266
R03938	225888
R03938	208043
R03938	107823
R03938	14056
R03938	14055
R03938	64707
R03938	381022
R03938	235626
R03938	73251
R03938	74729
R03938	75410
R03938	110147
R03938	192195
R03938	52690
R03938	239122
R03938	233904
R03938	18193
R03938	234135
R03938	69188
R03938	77683
R02101	22171
R02808	21743
R08537	21743
R02174	21743
R02910	21743
R02821	12116
R03805	67897
R03922	74157
R07330	12846
R04764	12846
R02920	12846
R04301	12846
R04762	12846
R04887	12846
R00827	12846
R03304	12846
R04881	12846
R02534	12846
R04866	73582
R03875	73582
R04062	73582
R04867	73582
R03788	56335
R03788	210529
R04314	17314
R05614	230027
R02175	230027
R08781	230027
R07235	230027
R08236	22017
R03701	22017
R08246	22017
R08239	22017
R04190	18537
R02155	140483
R02572	21743
R09370	21743
R08469	69740
R10306	69740
R04481	69740
R08468	69740
R09099	108037
R09099	20425
R00945	108037
R00945	20425
R04125	434437
R02300	434437
R01221	434437
R04326	14450
R04325	14450
R01127	108147
R04560	108147
R02287	14317
R03189	14317
R03940	69606
R01397	69719
R01398	18416
R00565	67092
R01989	67092
R01686	67092
R06861	74419
R06861	83553
R06861	21881
R06863	74419
R06863	83553
R06863	21881
R01067	74419
R01067	83553
R01067	21881
R06590	74419
R06590	83553
R06590	21881
R01641	74419
R01641	83553
R01641	21881
R01830	74419
R01830	83553
R01830	21881
R01827	21351
R08575	21351
R00259	217214
R04192	73242
R00209	235339
R02569	235339
R00395	64697
R00395	107146
R05841	64697
R05841	107146
R04514	79235
R08387	79235
R08389	79235
R03779	74114
R02617	14732
R02617	215456
R02617	231510
R02617	102247
R00851	14732
R00851	215456
R00851	231510
R00851	102247
R09380	14732
R09380	215456
R09380	231510
R09380	102247
R05506	235674
R05506	231086
R05506	52538
R05506	113868
R01177	235674
R01177	231086
R01177	52538
R01177	113868
R03991	235674
R03991	231086
R03991	52538
R03991	113868
R08095	235674
R08095	231086
R08095	52538
R08095	113868
R07891	235674
R07891	231086
R07891	52538
R07891	113868
R07895	235674
R07895	231086
R07895	52538
R07895	113868
R08091	235674
R08091	231086
R08091	52538
R08091	113868
R07937	235674
R07937	231086
R07937	52538
R07937	113868
R00391	235674
R00391	231086
R00391	52538
R00391	113868
R04742	235674
R04742	231086
R04742	52538
R04742	113868
R00927	235674
R00927	231086
R00927	52538
R00927	113868
R04747	235674
R04747	231086
R04747	52538
R04747	113868
R07953	235674
R07953	231086
R07953	52538
R07953	113868
R03778	235674
R03778	231086
R03778	52538
R03778	113868
R05586	235674
R05586	231086
R05586	52538
R05586	113868
R00829	235674
R00829	231086
R00829	52538
R00829	113868
R03858	235674
R03858	231086
R03858	52538
R03858	113868
R07899	235674
R07899	231086
R07899	52538
R07899	113868
R02662	13171
R04097	13171
R03174	13171
R10998	13171
R00487	269642
R04811	20280
R03719	20280
R05330	20280
R10119	71147
R04952	71147
R10115	71147
R04726	71147
R04957	71147
R04355	71147
R04963	71147
R07762	71147
R04968	71147
R04960	71147
R07769	67164
R07766	67164
R05841	240549
R09419	12686
R09419	170439
R09419	54326
R09419	54325
R09419	83603
R09419	68801
R09419	74559
R10825	12686
R10825	170439
R10825	54326
R10825	54325
R10825	83603
R10825	68801
R10825	74559
R07758	12686
R07758	170439
R07758	54326
R07758	54325
R07758	83603
R07758	68801
R07758	74559
R07762	12686
R07762	170439
R07762	54326
R07762	54325
R07762	83603
R07762	68801
R07762	74559
R09474	13350
R09474	67800
R02694	13350
R02694	67800
R02251	13350
R02251	67800
R01923	78070
R01923	12895
R01923	12896
R01923	12894
R01368	233549
R01368	68393
R03756	233549
R03756	68393
R03755	233549
R03755	68393
R03838	233549
R03838	68393
R10484	228136
R10484	70796
R10484	69035
R10484	332175
R10484	70605
R10484	108672
R10484	243983
R10484	224454
R10484	72881
R10484	238331
R10484	503610
R10484	75965
R10484	74168
R10484	27801
R10484	102193
R10484	68268
R10484	70546
R10484	208884
R10484	66980
R10484	71164
R10484	70073
R10484	245308
R10484	320150
R10484	66220
R01318	99010
R01318	270084
R01318	210992
R01318	14792
R03438	99010
R03438	270084
R03438	210992
R03438	14792
R04480	99010
R04480	270084
R04480	210992
R04480	14792
R10587	329504
R10648	72085
R10648	66246
R02543	545975
R02543	71949
R02543	93898
R02543	241447
R02543	76893
R02543	67260
R01496	545975
R01496	71949
R01496	93898
R01496	241447
R01496	76893
R01496	67260
R06517	545975
R06517	71949
R06517	93898
R06517	241447
R06517	76893
R06517	67260
R06527	545975
R06527	71949
R06527	93898
R06527	241447
R06527	76893
R06527	67260
R01461	20652
R01461	223920
R00371	26912
R00830	11655
R00830	11656
R01626	223722
R02058	54342
R01013	14712
R02114	16816
R03552	75796
R03552	12753
R03552	14534
R03552	67773
R03552	269252
R03552	18519
R03552	12914
R03552	74195
R03552	17977
R03552	17979
R03552	81601
R03552	217127
R03552	328572
R03552	244349
R03552	12593
R03552	76055
R03552	54169
R03552	107435
R08248	17961
R08248	17960
R08248	17962
R08036	17961
R08036	17960
R08036	17962
R07940	17961
R07940	17960
R07940	17962
R08250	17961
R08250	17960
R08250	17962
R02387	17961
R02387	17960
R02387	17962
R01281	268656
R01281	228677
R01281	20773
R02760	68262
R02760	55979
R02760	52123
R02760	67512
R02760	67469
R02760	225010
R02760	218121
R02760	67216
R02760	28169
R02241	68262
R02241	55979
R02241	52123
R02241	67512
R02241	67469
R02241	225010
R02241	218121
R02241	67216
R02241	28169
R09381	68262
R09381	55979
R09381	52123
R09381	67512
R09381	67469
R09381	225010
R09381	218121
R09381	67216
R09381	28169
R03910	69215
R03910	20229
R01154	69215
R01154	20229
R01023	12647
R01933	78920
R02570	78920
R08549	78920
R02571	78920
R08744	12012
R03720	12012
R03718	12012
R08745	12012
R03437	270084
R03437	210992
R02396	12908
R01999	245532
R01999	13350
R01999	67800
R01999	245533
R02367	245532
R02367	13350
R02366	245532
R02366	13350
R08381	245532
R08381	13350
R04466	52120
R07815	52120
R04964	14104
R04954	14104
R04355	14104
R04533	14104
R04726	14104
R04968	14104
R04534	14104
R04428	14104
R04970	14104
R04959	14104
R04956	14104
R04957	14104
R04566	14104
R04965	14104
R04543	14104
R04962	14104
R01706	14104
R01624	14104
R04568	14104
R04544	14104
R05188	14104
R04960	14104
R04430	14104
R04537	14104
R04963	14104
R04967	14104
R04953	14104
R04952	14104
R04725	14104
R04536	14104
R04535	14104
R01626	14104
R02911	11298
R03760	11298
R00234	66897
R00234	97243
R00234	56292
R00234	74838
R00234	70646
R00234	67877
R01177	110460
R01177	110446
R00927	110460
R00927	110446
R00238	110460
R00238	110446
R03992	18107
R03992	18108
R03983	74176
R03983	21818
R03983	640543
R03983	331046
R03983	21817
R03983	74145
R03983	241636
R03983	21816
R01262	23887
R01262	207182
R01262	14598
R01262	71522
R03971	23887
R03971	207182
R03971	14598
R03971	71522
R03916	23887
R03916	207182
R03916	14598
R03916	71522
R04935	23887
R04935	207182
R04935	14598
R04935	71522
R03970	23887
R03970	207182
R03970	14598
R03970	71522
R01687	23887
R01687	207182
R01687	14598
R01687	71522
R03867	23887
R03867	207182
R03867	14598
R03867	71522
R04159	23887
R04159	207182
R04159	14598
R04159	71522
R02743	110175
R03749	110175
R04058	67369
R04058	70536
R03862	11907
R00351	71832
R00351	12974
R01978	208715
R01978	15360
R00352	104112
R02111	110095
R02111	110078
R02111	19309
R01821	110095
R01821	110078
R01821	19309
R06185	110095
R06185	110078
