rxn	gene
R08392	13078
R08392	13085
R08392	13112
R08392	107141
R08392	13096
R08392	13120
R08392	226105
R08392	13114
R08392	242546
R08392	13101
R08392	13077
R08392	223706
R08392	81906
R08392	230459
R08392	13097
R08392	74519
R08392	13095
R08392	13113
R08392	13089
R08392	13094
R08392	13099
R08392	226143
R08392	13086
R07079	72082
R07079	53973
R07079	404195
R07079	71754
R07079	69888
R07079	320997
R07079	56448
R07079	545123
R07079	106648
R07079	208285
R07079	100066
R07079	13088
R07079	72303
R07079	13110
R07079	665095
R07079	70101
R07079	631304
R07079	380997
R07079	13109
R07079	76279
R07079	13105
R07079	100041375
R07079	13090
R07079	13087
R07079	337924
R07079	13076
R07079	56388
R07079	74134
R07079	433247
R07079	13098
R07079	243881
R07079	13107
R07079	13078
R07079	13085
R07079	13112
R07079	107141
R07079	13096
R07079	13120
R07079	226105
R07079	13114
R07079	242546
R07079	13101
R07079	13077
R07079	223706
R07079	81906
R07079	230459
R07079	13097
R07079	74519
R07079	13095
R07079	13113
R07079	13089
R07079	13094
R07079	13099
R07079	226143
R07079	13086
R08293	72082
R08293	53973
R08293	404195
R08293	71754
R08293	69888
R08293	320997
R08293	56448
R08293	545123
R08293	106648
R08293	208285
R08293	100066
R08293	13088
R08293	72303
R08293	13110
R08293	665095
R08293	70101
R08293	631304
R08293	380997
R08293	13109
R08293	76279
R08293	13105
R08293	100041375
R08293	13090
R08293	13087
R08293	337924
R08293	13076
R08293	56388
R08293	74134
R08293	433247
R08293	13098
R08293	243881
R08293	13107
R08293	13078
R08293	13085
R08293	13112
R08293	107141
R08293	13096
R08293	13120
R08293	226105
R08293	13114
R08293	242546
R08293	13101
R08293	13077
R08293	223706
R08293	81906
R08293	230459
R08293	13097
R08293	74519
R08293	13095
R08293	13113
R08293	13089
R08293	13094
R08293	13099
R08293	226143
R08293	13086
R05259	72082
R05259	53973
R05259	404195
R05259	71754
R05259	69888
R05259	320997
R05259	56448
R05259	545123
R05259	106648
R05259	208285
R05259	100066
R05259	13088
R05259	72303
R05259	13110
R05259	665095
R05259	70101
R05259	631304
R05259	380997
R05259	13109
R05259	76279
R05259	13105
R05259	100041375
R05259	13090
R05259	13087
R05259	337924
R05259	13076
R05259	56388
R05259	74134
R05259	433247
R05259	13098
R05259	243881
R05259	13107
R05259	13078
R05259	13085
R05259	13112
R05259	107141
R05259	13096
R05259	13120
R05259	226105
R05259	13114
R05259	242546
R05259	13101
R05259	13077
R05259	223706
R05259	81906
R05259	230459
R05259	13097
R05259	74519
R05259	13095
R05259	13113
R05259	13089
R05259	13094
R05259	13099
R05259	226143
R05259	13086
R09423	72082
R09423	53973
R09423	404195
R09423	71754
R09423	69888
R09423	320997
R09423	56448
R09423	545123
R09423	106648
R09423	208285
R09423	100066
R09423	13088
R09423	72303
R09423	13110
R09423	665095
R09423	70101
R09423	631304
R09423	380997
R09423	13109
R09423	76279
R09423	13105
R09423	100041375
R09423	13090
R09423	13087
R09423	337924
R09423	13076
R09423	56388
R09423	74134
R09423	433247
R09423	13098
R09423	243881
R09423	13107
R09423	13078
R09423	13085
R09423	13112
R09423	107141
R09423	13096
R09423	13120
R09423	226105
R09423	13114
R09423	242546
R09423	13101
R09423	13077
R09423	223706
R09423	81906
R09423	230459
R09423	13097
R09423	74519
R09423	13095
R09423	13113
R09423	13089
R09423	13094
R09423	13099
R09423	226143
R09423	13086
R08287	72082
R08287	53973
R08287	404195
R08287	71754
R08287	69888
R08287	320997
R08287	56448
R08287	545123
R08287	106648
R08287	208285
R08287	100066
R08287	13088
R08287	72303
R08287	13110
R08287	665095
R08287	70101
R08287	631304
R08287	380997
R08287	13109
R08287	76279
R08287	13105
R08287	100041375
R08287	13090
R08287	13087
R08287	337924
R08287	13076
R08287	56388
R08287	74134
R08287	433247
R08287	13098
R08287	243881
R08287	13107
R08287	13078
R08287	13085
R08287	13112
R08287	107141
R08287	13096
R08287	13120
R08287	226105
R08287	13114
R08287	242546
R08287	13101
R08287	13077
R08287	223706
R08287	81906
R08287	230459
R08287	13097
R08287	74519
R08287	13095
R08287	13113
R08287	13089
R08287	13094
R08287	13099
R08287	226143
R08287	13086
R09421	72082
R09421	53973
R09421	404195
R09421	71754
R09421	69888
R09421	320997
R09421	56448
R09421	545123
R09421	106648
R09421	208285
R09421	100066
R09421	13088
R09421	72303
R09421	13110
R09421	665095
R09421	70101
R09421	631304
R09421	380997
R09421	13109
R09421	76279
R09421	13105
R09421	100041375
R09421	13090
R09421	13087
R09421	337924
R09421	13076
R09421	56388
R09421	74134
R09421	433247
R09421	13098
R09421	243881
R09421	13107
R09421	13078
R09421	13085
R09421	13112
R09421	107141
R09421	13096
R09421	13120
R09421	226105
R09421	13114
R09421	242546
R09421	13101
R09421	13077
R09421	223706
R09421	81906
R09421	230459
R09421	13097
R09421	74519
R09421	13095
R09421	13113
R09421	13089
R09421	13094
R09421	13099
R09421	226143
R09421	13086
R02355	72082
R02355	53973
R02355	404195
R02355	71754
R02355	69888
R02355	320997
R02355	56448
R02355	545123
R02355	106648
R02355	208285
R02355	100066
R02355	13088
R02355	72303
R02355	13110
R02355	665095
R02355	70101
R02355	631304
R02355	380997
R02355	13109
R02355	76279
R02355	13105
R02355	100041375
R02355	13090
R02355	13087
R02355	337924
R02355	13076
R02355	56388
R02355	74134
R02355	433247
R02355	13098
R02355	243881
R02355	13107
R02355	13078
R02355	13085
R02355	13112
R02355	107141
R02355	13096
R02355	13120
R02355	226105
R02355	13114
R02355	242546
R02355	13101
R02355	13077
R02355	223706
R02355	81906
R02355	230459
R02355	13097
R02355	74519
R02355	13095
R02355	13113
R02355	13089
R02355	13094
R02355	13099
R02355	226143
R02355	13086
R08390	72082
R08390	53973
R08390	404195
R08390	71754
R08390	69888
R08390	320997
R08390	56448
R08390	545123
R08390	106648
R08390	208285
R08390	100066
R08390	13088
R08390	72303
R08390	13110
R08390	665095
R08390	70101
R08390	631304
R08390	380997
R08390	13109
R08390	76279
R08390	13105
R08390	100041375
R08390	13090
R08390	13087
R08390	337924
R08390	13076
R08390	56388
R08390	74134
R08390	433247
R08390	13098
R08390	243881
R08390	13107
R08390	13078
R08390	13085
R08390	13112
R08390	107141
R08390	13096
R08390	13120
R08390	226105
R08390	13114
R08390	242546
R08390	13101
R08390	13077
R08390	223706
R08390	81906
R08390	230459
R08390	13097
R08390	74519
R08390	13095
R08390	13113
R08390	13089
R08390	13094
R08390	13099
R08390	226143
R08390	13086
R07056	72082
R07056	53973
R07056	404195
R07056	71754
R07056	69888
R07056	320997
R07056	56448
R07056	545123
R07056	106648
R07056	208285
R07056	100066
R07056	13088
R07056	72303
R07056	13110
R07056	665095
R07056	70101
R07056	631304
R07056	380997
R07056	13109
R07056	76279
R07056	13105
R07056	100041375
R07056	13090
R07056	13087
R07056	337924
R07056	13076
R07056	56388
R07056	74134
R07056	433247
R07056	13098
R07056	243881
R07056	13107
R07056	13078
R07056	13085
R07056	13112
R07056	107141
R07056	13096
R07056	13120
R07056	226105
R07056	13114
R07056	242546
R07056	13101
R07056	13077
R07056	223706
R07056	81906
R07056	230459
R07056	13097
R07056	74519
R07056	13095
R07056	13113
R07056	13089
R07056	13094
R07056	13099
R07056	226143
R07056	13086
R07052	72082
R07052	53973
R07052	404195
R07052	71754
R07052	69888
R07052	320997
R07052	56448
R07052	545123
R07052	106648
R07052	208285
R07052	100066
R07052	13088
R07052	72303
R07052	13110
R07052	665095
R07052	70101
R07052	631304
R07052	380997
R07052	13109
R07052	76279
R07052	13105
R07052	100041375
R07052	13090
R07052	13087
R07052	337924
R07052	13076
R07052	56388
R07052	74134
R07052	433247
R07052	13098
R07052	243881
R07052	13107
R07052	13078
R07052	13085
R07052	13112
R07052	107141
R07052	13096
R07052	13120
R07052	226105
R07052	13114
R07052	242546
R07052	13101
R07052	13077
R07052	223706
R07052	81906
R07052	230459
R07052	13097
R07052	74519
R07052	13095
R07052	13113
R07052	13089
R07052	13094
R07052	13099
R07052	226143
R07052	13086
R07099	72082
R07099	53973
R07099	404195
R07099	71754
R07099	69888
R07099	320997
R07099	56448
R07099	545123
R07099	106648
R07099	208285
R07099	100066
R07099	13088
R07099	72303
R07099	13110
R07099	665095
R07099	70101
R07099	631304
R07099	380997
R07099	13109
R07099	76279
R07099	13105
R07099	100041375
R07099	13090
R07099	13087
R07099	337924
R07099	13076
R07099	56388
R07099	74134
R07099	433247
R07099	13098
R07099	243881
R07099	13107
R07099	13078
R07099	13085
R07099	13112
R07099	107141
R07099	13096
R07099	13120
R07099	226105
R07099	13114
R07099	242546
R07099	13101
R07099	13077
R07099	223706
R07099	81906
R07099	230459
R07099	13097
R07099	74519
R07099	13095
R07099	13113
R07099	13089
R07099	13094
R07099	13099
R07099	226143
R07099	13086
R07022	72082
R07022	53973
R07022	404195
R07022	71754
R07022	69888
R07022	320997
R07022	56448
R07022	545123
R07022	106648
R07022	208285
R07022	100066
R07022	13088
R07022	72303
R07022	13110
R07022	665095
R07022	70101
R07022	631304
R07022	380997
R07022	13109
R07022	76279
R07022	13105
R07022	100041375
R07022	13090
R07022	13087
R07022	337924
R07022	13076
R07022	56388
R07022	74134
R07022	433247
R07022	13098
R07022	243881
R07022	13107
R07022	13078
R07022	13085
R07022	13112
R07022	107141
R07022	13096
R07022	13120
R07022	226105
R07022	13114
R07022	242546
R07022	13101
R07022	13077
R07022	223706
R07022	81906
R07022	230459
R07022	13097
R07022	74519
R07022	13095
R07022	13113
R07022	13089
R07022	13094
R07022	13099
R07022	226143
R07022	13086
R07081	72082
R07081	53973
R07081	404195
R07081	71754
R07081	69888
R07081	320997
R07081	56448
R07081	545123
R07081	106648
R07081	208285
R07081	100066
R07081	13088
R07081	72303
R07081	13110
R07081	665095
R07081	70101
R07081	631304
R07081	380997
R07081	13109
R07081	76279
R07081	13105
R07081	100041375
R07081	13090
R07081	13087
R07081	337924
R07081	13076
R07081	56388
R07081	74134
R07081	433247
R07081	13098
R07081	243881
R07081	13107
R07081	13078
R07081	13085
R07081	13112
R07081	107141
R07081	13096
R07081	13120
R07081	226105
R07081	13114
R07081	242546
R07081	13101
R07081	13077
R07081	223706
R07081	81906
R07081	230459
R07081	13097
R07081	74519
R07081	13095
R07081	13113
R07081	13089
R07081	13094
R07081	13099
R07081	226143
R07081	13086
R07044	72082
R07044	53973
R07044	404195
R07044	71754
R07044	69888
R07044	320997
R07044	56448
R07044	545123
R07044	106648
R07044	208285
R07044	100066
R07044	13088
R07044	72303
R07044	13110
R07044	665095
R07044	70101
R07044	631304
R07044	380997
R07044	13109
R07044	76279
R07044	13105
R07044	100041375
R07044	13090
R07044	13087
R07044	337924
R07044	13076
R07044	56388
R07044	74134
R07044	433247
R07044	13098
R07044	243881
R07044	13107
R07044	13078
R07044	13085
R07044	13112
R07044	107141
R07044	13096
R07044	13120
R07044	226105
R07044	13114
R07044	242546
R07044	13101
R07044	13077
R07044	223706
R07044	81906
R07044	230459
R07044	13097
R07044	74519
R07044	13095
R07044	13113
R07044	13089
R07044	13094
R07044	13099
R07044	226143
R07044	13086
R08294	72082
R08294	53973
R08294	404195
R08294	71754
R08294	69888
R08294	320997
R08294	56448
R08294	545123
R08294	106648
R08294	208285
R08294	100066
R08294	13088
R08294	72303
R08294	13110
R08294	665095
R08294	70101
R08294	631304
R08294	380997
R08294	13109
R08294	76279
R08294	13105
R08294	100041375
R08294	13090
R08294	13087
R08294	337924
R08294	13076
R08294	56388
R08294	74134
R08294	433247
R08294	13098
R08294	243881
R08294	13107
R08294	13078
R08294	13085
R08294	13112
R08294	107141
R08294	13096
R08294	13120
R08294	226105
R08294	13114
R08294	242546
R08294	13101
R08294	13077
R08294	223706
R08294	81906
R08294	230459
R08294	13097
R08294	74519
R08294	13095
R08294	13113
R08294	13089
R08294	13094
R08294	13099
R08294	226143
R08294	13086
R07043	72082
R07043	53973
R07043	404195
R07043	71754
R07043	69888
R07043	320997
R07043	56448
R07043	545123
R07043	106648
R07043	208285
R07043	100066
R07043	13088
R07043	72303
R07043	13110
R07043	665095
R07043	70101
R07043	631304
R07043	380997
R07043	13109
R07043	76279
R07043	13105
R07043	100041375
R07043	13090
R07043	13087
R07043	337924
R07043	13076
R07043	56388
R07043	74134
R07043	433247
R07043	13098
R07043	243881
R07043	13107
R07043	13078
R07043	13085
R07043	13112
R07043	107141
R07043	13096
R07043	13120
R07043	226105
R07043	13114
R07043	242546
R07043	13101
R07043	13077
R07043	223706
R07043	81906
R07043	230459
R07043	13097
R07043	74519
R07043	13095
R07043	13113
R07043	13089
R07043	13094
R07043	13099
R07043	226143
R07043	13086
R07943	72082
R07943	53973
R07943	404195
R07943	71754
R07943	69888
R07943	320997
R07943	56448
R07943	545123
R07943	106648
R07943	208285
R07943	100066
R07943	13088
R07943	72303
R07943	13110
R07943	665095
R07943	70101
R07943	631304
R07943	380997
R07943	13109
R07943	76279
R07943	13105
R07943	100041375
R07943	13090
R07943	13087
R07943	337924
R07943	13076
R07943	56388
R07943	74134
R07943	433247
R07943	13098
R07943	243881
R07943	13107
R07943	13078
R07943	13085
R07943	13112
R07943	107141
R07943	13096
R07943	13120
R07943	226105
R07943	13114
R07943	242546
R07943	13101
R07943	13077
R07943	223706
R07943	81906
R07943	230459
R07943	13097
R07943	74519
R07943	13095
R07943	13113
R07943	13089
R07943	13094
R07943	13099
R07943	226143
R07943	13086
R07051	72082
R07051	53973
R07051	404195
R07051	71754
R07051	69888
R07051	320997
R07051	56448
R07051	545123
R07051	106648
R07051	208285
R07051	100066
R07051	13088
R07051	72303
R07051	13110
R07051	665095
R07051	70101
R07051	631304
R07051	380997
R07051	13109
R07051	76279
R07051	13105
R07051	100041375
R07051	13090
R07051	13087
R07051	337924
R07051	13076
R07051	56388
R07051	74134
R07051	433247
R07051	13098
R07051	243881
R07051	13107
R07051	13078
R07051	13085
R07051	13112
R07051	107141
R07051	13096
R07051	13120
R07051	226105
R07051	13114
R07051	242546
R07051	13101
R07051	13077
R07051	223706
R07051	81906
R07051	230459
R07051	13097
R07051	74519
R07051	13095
R07051	13113
R07051	13089
R07051	13094
R07051	13099
R07051	226143
R07051	13086
R07000	72082
R07000	53973
R07000	404195
R07000	71754
R07000	69888
R07000	320997
R07000	56448
R07000	545123
R07000	106648
R07000	208285
R07000	100066
R07000	13088
R07000	72303
R07000	13110
R07000	665095
R07000	70101
R07000	631304
R07000	380997
R07000	13109
R07000	76279
R07000	13105
R07000	100041375
R07000	13090
R07000	13087
R07000	337924
R07000	13076
R07000	56388
R07000	74134
R07000	433247
R07000	13098
R07000	243881
R07000	13107
R07000	13078
R07000	13085
R07000	13112
R07000	107141
R07000	13096
R07000	13120
R07000	226105
R07000	13114
R07000	242546
R07000	13101
R07000	13077
R07000	223706
R07000	81906
R07000	230459
R07000	13097
R07000	74519
R07000	13095
R07000	13113
R07000	13089
R07000	13094
R07000	13099
R07000	226143
R07000	13086
R09418	72082
R09418	53973
R09418	404195
R09418	71754
R09418	69888
R09418	320997
R09418	56448
R09418	545123
R09418	106648
R09418	208285
R09418	100066
R09418	13088
R09418	72303
R09418	13110
R09418	665095
R09418	70101
R09418	631304
R09418	380997
R09418	13109
R09418	76279
R09418	13105
R09418	100041375
R09418	13090
R09418	13087
R09418	337924
R09418	13076
R09418	56388
R09418	74134
R09418	433247
R09418	13098
R09418	243881
R09418	13107
R09418	13078
R09418	13085
R09418	13112
R09418	107141
R09418	13096
R09418	13120
R09418	226105
R09418	13114
R09418	242546
R09418	13101
R09418	13077
R09418	223706
R09418	81906
R09418	230459
R09418	13097
R09418	74519
R09418	13095
R09418	13113
R09418	13089
R09418	13094
R09418	13099
R09418	226143
R09418	13086
R08270	72082
R08270	53973
R08270	404195
R08270	71754
R08270	69888
R08270	320997
R08270	56448
R08270	545123
R08270	106648
R08270	208285
R08270	100066
R08270	13088
R08270	72303
R08270	13110
R08270	665095
R08270	70101
R08270	631304
R08270	380997
R08270	13109
R08270	76279
R08270	13105
R08270	100041375
R08270	13090
R08270	13087
R08270	337924
R08270	13076
R08270	56388
R08270	74134
R08270	433247
R08270	13098
R08270	243881
R08270	13107
R08270	13078
R08270	13085
R08270	13112
R08270	107141
R08270	13096
R08270	13120
R08270	226105
R08270	13114
R08270	242546
R08270	13101
R08270	13077
R08270	223706
R08270	81906
R08270	230459
R08270	13097
R08270	74519
R08270	13095
R08270	13113
R08270	13089
R08270	13094
R08270	13099
R08270	226143
R08270	13086
R07054	72082
R07054	53973
R07054	404195
R07054	71754
R07054	69888
R07054	320997
R07054	56448
R07054	545123
R07054	106648
R07054	208285
R07054	100066
R07054	13088
R07054	72303
R07054	13110
R07054	665095
R07054	70101
R07054	631304
R07054	380997
R07054	13109
R07054	76279
R07054	13105
R07054	100041375
R07054	13090
R07054	13087
R07054	337924
R07054	13076
R07054	56388
R07054	74134
R07054	433247
R07054	13098
R07054	243881
R07054	13107
R07054	13078
R07054	13085
R07054	13112
R07054	107141
R07054	13096
R07054	13120
R07054	226105
R07054	13114
R07054	242546
R07054	13101
R07054	13077
R07054	223706
R07054	81906
R07054	230459
R07054	13097
R07054	74519
R07054	13095
R07054	13113
R07054	13089
R07054	13094
R07054	13099
R07054	226143
R07054	13086
R09404	72082
R09404	53973
R09404	404195
R09404	71754
R09404	69888
R09404	320997
R09404	56448
R09404	545123
R09404	106648
R09404	208285
R09404	100066
R09404	13088
R09404	72303
R09404	13110
R09404	665095
R09404	70101
R09404	631304
R09404	380997
R09404	13109
R09404	76279
R09404	13105
R09404	100041375
R09404	13090
R09404	13087
R09404	337924
R09404	13076
R09404	56388
R09404	74134
R09404	433247
R09404	13098
R09404	243881
R09404	13107
R09404	13078
R09404	13085
R09404	13112
R09404	107141
R09404	13096
R09404	13120
R09404	226105
R09404	13114
R09404	242546
R09404	13101
R09404	13077
R09404	223706
R09404	81906
R09404	230459
R09404	13097
R09404	74519
R09404	13095
R09404	13113
R09404	13089
R09404	13094
R09404	13099
R09404	226143
R09404	13086
R07945	72082
R07945	53973
R07945	404195
R07945	71754
R07945	69888
R07945	320997
R07945	56448
R07945	545123
R07945	106648
R07945	208285
R07945	100066
R07945	13088
R07945	72303
R07945	13110
R07945	665095
R07945	70101
R07945	631304
R07945	380997
R07945	13109
R07945	76279
R07945	13105
R07945	100041375
R07945	13090
R07945	13087
R07945	337924
R07945	13076
R07945	56388
R07945	74134
R07945	433247
R07945	13098
R07945	243881
R07945	13107
R07945	13078
R07945	13085
R07945	13112
R07945	107141
R07945	13096
R07945	13120
R07945	226105
R07945	13114
R07945	242546
R07945	13101
R07945	13077
R07945	223706
R07945	81906
R07945	230459
R07945	13097
R07945	74519
R07945	13095
R07945	13113
R07945	13089
R07945	13094
R07945	13099
R07945	226143
R07945	13086
R02503	72082
R02503	53973
R02503	404195
R02503	71754
R02503	69888
R02503	320997
R02503	56448
R02503	545123
R02503	106648
R02503	208285
R02503	100066
R02503	13088
R02503	72303
R02503	13110
R02503	665095
R02503	70101
R02503	631304
R02503	380997
R02503	13109
R02503	76279
R02503	13105
R02503	100041375
R02503	13090
R02503	13087
R02503	337924
R02503	13076
R02503	56388
R02503	74134
R02503	433247
R02503	13098
R02503	243881
R02503	13107
R02503	13078
R02503	13085
R02503	13112
R02503	107141
R02503	13096
R02503	13120
R02503	226105
R02503	13114
R02503	242546
R02503	13101
R02503	13077
R02503	223706
R02503	81906
R02503	230459
R02503	13097
R02503	74519
R02503	13095
R02503	13113
R02503	13089
R02503	13094
R02503	13099
R02503	226143
R02503	13086
R07046	72082
R07046	53973
R07046	404195
R07046	71754
R07046	69888
R07046	320997
R07046	56448
R07046	545123
R07046	106648
R07046	208285
R07046	100066
R07046	13088
R07046	72303
R07046	13110
R07046	665095
R07046	70101
R07046	631304
R07046	380997
R07046	13109
R07046	76279
R07046	13105
R07046	100041375
R07046	13090
R07046	13087
R07046	337924
R07046	13076
R07046	56388
R07046	74134
R07046	433247
R07046	13098
R07046	243881
R07046	13107
R07046	13078
R07046	13085
R07046	13112
R07046	107141
R07046	13096
R07046	13120
R07046	226105
R07046	13114
R07046	242546
R07046	13101
R07046	13077
R07046	223706
R07046	81906
R07046	230459
R07046	13097
R07046	74519
R07046	13095
R07046	13113
R07046	13089
R07046	13094
R07046	13099
R07046	226143
R07046	13086
R07087	72082
R07087	53973
R07087	404195
R07087	71754
R07087	69888
R07087	320997
R07087	56448
R07087	545123
R07087	106648
R07087	208285
R07087	100066
R07087	13088
R07087	72303
R07087	13110
R07087	665095
R07087	70101
R07087	631304
R07087	380997
R07087	13109
R07087	76279
R07087	13105
R07087	100041375
R07087	13090
R07087	13087
R07087	337924
R07087	13076
R07087	56388
R07087	74134
R07087	433247
R07087	13098
R07087	243881
R07087	13107
R07087	13078
R07087	13085
R07087	13112
R07087	107141
R07087	13096
R07087	13120
R07087	226105
R07087	13114
R07087	242546
R07087	13101
R07087	13077
R07087	223706
R07087	81906
R07087	230459
R07087	13097
R07087	74519
R07087	13095
R07087	13113
R07087	13089
R07087	13094
R07087	13099
R07087	226143
R07087	13086
R08312	72082
R08312	53973
R08312	404195
R08312	71754
R08312	69888
R08312	320997
R08312	56448
R08312	545123
R08312	106648
R08312	208285
R08312	100066
R08312	13088
R08312	72303
R08312	13110
R08312	665095
R08312	70101
R08312	631304
R08312	380997
R08312	13109
R08312	76279
R08312	13105
R08312	100041375
R08312	13090
R08312	13087
R08312	337924
R08312	13076
R08312	56388
R08312	74134
R08312	433247
R08312	13098
R08312	243881
R08312	13107
R08312	13078
R08312	13085
R08312	13112
R08312	107141
R08312	13096
R08312	13120
R08312	226105
R08312	13114
R08312	242546
R08312	13101
R08312	13077
R08312	223706
R08312	81906
R08312	230459
R08312	13097
R08312	74519
R08312	13095
R08312	13113
R08312	13089
R08312	13094
R08312	13099
R08312	226143
R08312	13086
R04122	72082
R04122	53973
R04122	404195
R04122	71754
R04122	69888
R04122	320997
R04122	56448
R04122	545123
R04122	106648
R04122	208285
R04122	100066
R04122	13088
R04122	72303
R04122	13110
R04122	665095
R04122	70101
R04122	631304
R04122	380997
R04122	13109
R04122	76279
R04122	13105
R04122	100041375
R04122	13090
R04122	13087
R04122	337924
R04122	13076
R04122	56388
R04122	74134
R04122	433247
R04122	13098
R04122	243881
R04122	13107
R04122	13078
R04122	13085
R04122	13112
R04122	107141
R04122	13096
R04122	13120
R04122	226105
R04122	13114
R04122	242546
R04122	13101
R04122	13077
R04122	223706
R04122	81906
R04122	230459
R04122	13097
R04122	74519
R04122	13095
R04122	13113
R04122	13089
R04122	13094
R04122	13099
R04122	226143
R04122	13086
R09406	72082
R09406	53973
R09406	404195
R09406	71754
R09406	69888
R09406	320997
R09406	56448
R09406	545123
R09406	106648
R09406	208285
R09406	100066
R09406	13088
R09406	72303
R09406	13110
R09406	665095
R09406	70101
R09406	631304
R09406	380997
R09406	13109
R09406	76279
R09406	13105
R09406	100041375
R09406	13090
R09406	13087
R09406	337924
R09406	13076
R09406	56388
R09406	74134
R09406	433247
R09406	13098
R09406	243881
R09406	13107
R09406	13078
R09406	13085
R09406	13112
R09406	107141
R09406	13096
R09406	13120
R09406	226105
R09406	13114
R09406	242546
R09406	13101
R09406	13077
R09406	223706
R09406	81906
R09406	230459
R09406	13097
R09406	74519
R09406	13095
R09406	13113
R09406	13089
R09406	13094
R09406	13099
R09406	226143
R09406	13086
R03629	72082
R03629	53973
R03629	404195
R03629	71754
R03629	69888
R03629	320997
R03629	56448
R03629	545123
R03629	106648
R03629	208285
R03629	100066
R03629	13088
R03629	72303
R03629	13110
R03629	665095
R03629	70101
R03629	631304
R03629	380997
R03629	13109
R03629	76279
R03629	13105
R03629	100041375
R03629	13090
R03629	13087
R03629	337924
R03629	13076
R03629	56388
R03629	74134
R03629	433247
R03629	13098
R03629	243881
R03629	13107
R03629	13078
R03629	13085
R03629	13112
R03629	107141
R03629	13096
R03629	13120
R03629	226105
R03629	13114
R03629	242546
R03629	13101
R03629	13077
R03629	223706
R03629	81906
R03629	230459
R03629	13097
R03629	74519
R03629	13095
R03629	13113
R03629	13089
R03629	13094
R03629	13099
R03629	226143
R03629	13086
R09405	72082
R09405	53973
R09405	404195
R09405	71754
R09405	69888
R09405	320997
R09405	56448
R09405	545123
R09405	106648
R09405	208285
R09405	100066
R09405	13088
R09405	72303
R09405	13110
R09405	665095
R09405	70101
R09405	631304
R09405	380997
R09405	13109
R09405	76279
R09405	13105
R09405	100041375
R09405	13090
R09405	13087
R09405	337924
R09405	13076
R09405	56388
R09405	74134
R09405	433247
R09405	13098
R09405	243881
R09405	13107
R09405	13078
R09405	13085
R09405	13112
R09405	107141
R09405	13096
R09405	13120
R09405	226105
R09405	13114
R09405	242546
R09405	13101
R09405	13077
R09405	223706
R09405	81906
R09405	230459
R09405	13097
R09405	74519
R09405	13095
R09405	13113
R09405	13089
R09405	13094
R09405	13099
R09405	226143
R09405	13086
R07001	72082
R07001	53973
R07001	404195
R07001	71754
R07001	69888
R07001	320997
R07001	56448
R07001	545123
R07001	106648
R07001	208285
R07001	100066
R07001	13088
R07001	72303
R07001	13110
R07001	665095
R07001	70101
R07001	631304
R07001	380997
R07001	13109
R07001	76279
R07001	13105
R07001	100041375
R07001	13090
R07001	13087
R07001	337924
R07001	13076
R07001	56388
R07001	74134
R07001	433247
R07001	13098
R07001	243881
R07001	13107
R07001	13078
R07001	13085
R07001	13112
R07001	107141
R07001	13096
R07001	13120
R07001	226105
R07001	13114
R07001	242546
R07001	13101
R07001	13077
R07001	223706
R07001	81906
R07001	230459
R07001	13097
R07001	74519
R07001	13095
R07001	13113
R07001	13089
R07001	13094
R07001	13099
R07001	226143
R07001	13086
R09407	72082
R09407	53973
R09407	404195
R09407	71754
R09407	69888
R09407	320997
R09407	56448
R09407	545123
R09407	106648
R09407	208285
R09407	100066
R09407	13088
R09407	72303
R09407	13110
R09407	665095
R09407	70101
R09407	631304
R09407	380997
R09407	13109
R09407	76279
R09407	13105
R09407	100041375
R09407	13090
R09407	13087
R09407	337924
R09407	13076
R09407	56388
R09407	74134
R09407	433247
R09407	13098
R09407	243881
R09407	13107
R09407	13078
R09407	13085
R09407	13112
R09407	107141
R09407	13096
R09407	13120
R09407	226105
R09407	13114
R09407	242546
R09407	13101
R09407	13077
R09407	223706
R09407	81906
R09407	230459
R09407	13097
R09407	74519
R09407	13095
R09407	13113
R09407	13089
R09407	13094
R09407	13099
R09407	226143
R09407	13086
R09408	72082
R09408	53973
R09408	404195
R09408	71754
R09408	69888
R09408	320997
R09408	56448
R09408	545123
R09408	106648
R09408	208285
R09408	100066
R09408	13088
R09408	72303
R09408	13110
R09408	665095
R09408	70101
R09408	631304
R09408	380997
R09408	13109
R09408	76279
R09408	13105
R09408	100041375
R09408	13090
R09408	13087
R09408	337924
R09408	13076
R09408	56388
R09408	74134
R09408	433247
R09408	13098
R09408	243881
R09408	13107
R09408	13078
R09408	13085
R09408	13112
R09408	107141
R09408	13096
R09408	13120
R09408	226105
R09408	13114
R09408	242546
R09408	13101
R09408	13077
R09408	223706
R09408	81906
R09408	230459
R09408	13097
R09408	74519
R09408	13095
R09408	13113
R09408	13089
R09408	13094
R09408	13099
R09408	226143
R09408	13086
R09416	72082
R09416	53973
R09416	404195
R09416	71754
R09416	69888
R09416	320997
R09416	56448
R09416	545123
R09416	106648
R09416	208285
R09416	100066
R09416	13088
R09416	72303
R09416	13110
R09416	665095
R09416	70101
R09416	631304
R09416	380997
R09416	13109
R09416	76279
R09416	13105
R09416	100041375
R09416	13090
R09416	13087
R09416	337924
R09416	13076
R09416	56388
R09416	74134
R09416	433247
R09416	13098
R09416	243881
R09416	13107
R09416	13078
R09416	13085
R09416	13112
R09416	107141
R09416	13096
R09416	13120
R09416	226105
R09416	13114
R09416	242546
R09416	13101
R09416	13077
R09416	223706
R09416	81906
